SequencedSampleID,SequencingType,DateSequencing,SampleContent,BatchID,CurrentConsensusID,SampleID,TimestampCreated,TimestampUpdated
SequencedSample-719288,hostital,2022-06-02,RNA,Batch-294771,Consensus-136230,Sample-612324,2025-02-03 14:09:00.223506,2025-02-03 14:09:00.223507
SequencedSample-303464,hostital,2024-03-17,RNA,Batch-294771,Consensus-360726,Sample-688352,2025-02-03 14:09:00.223528,2025-02-03 14:09:00.223528
SequencedSample-542889,historic,2024-01-15,RNA,Batch-294771,Consensus-980338,Sample-109313,2025-02-03 14:09:00.223549,2025-02-03 14:09:00.223551
SequencedSample-058330,Panem_sequencing,2022-02-05,RNA,Batch-294771,Consensus-189667,Sample-955879,2025-02-03 14:09:00.223572,2025-02-03 14:09:00.223573
SequencedSample-156012,live,2024-09-05,RNA,Batch-294771,Consensus-073164,Sample-416507,2025-02-03 14:09:00.223589,2025-02-03 14:09:00.223590
SequencedSample-802955,hostital,2023-09-04,RNA,Batch-294771,Consensus-515638,Sample-626073,2025-02-03 14:09:00.223606,2025-02-03 14:09:00.223607
SequencedSample-360711,test,2020-10-11,RNA,Batch-294771,Consensus-985878,Sample-311780,2025-02-03 14:09:00.223623,2025-02-03 14:09:00.223624
SequencedSample-734253,test,2024-04-13,RNA,Batch-294771,Consensus-020667,Sample-929266,2025-02-03 14:09:00.223640,2025-02-03 14:09:00.223641
SequencedSample-088670,Hogwarts_sequencing_sent_to_Panem,2023-12-31,RNA,Batch-294771,Consensus-777246,Sample-946417,2025-02-03 14:09:00.223662,2025-02-03 14:09:00.223663
SequencedSample-268126,live,2022-05-24,RNA,Batch-294771,Consensus-294060,Sample-243903,2025-02-03 14:09:00.223679,2025-02-03 14:09:00.223679
SequencedSample-485722,Panem_sequencing,2021-01-23,RNA,Batch-294771,Consensus-299240,Sample-547282,2025-02-03 14:09:00.223700,2025-02-03 14:09:00.223701
SequencedSample-414325,Panem_sequencing,2024-04-19,RNA,Batch-294771,Consensus-770061,Sample-599996,2025-02-03 14:09:00.223717,2025-02-03 14:09:00.223718
SequencedSample-829113,Panem_sequencing,2022-02-17,RNA,Batch-294771,Consensus-521537,Sample-038738,2025-02-03 14:09:00.223738,2025-02-03 14:09:00.223739
SequencedSample-652463,live,2021-02-05,RNA,Batch-294771,Consensus-629450,Sample-726854,2025-02-03 14:09:00.223760,2025-02-03 14:09:00.223760
SequencedSample-045432,test,2023-08-08,RNA,Batch-294771,Consensus-918038,Sample-763383,2025-02-03 14:09:00.223777,2025-02-03 14:09:00.223778
SequencedSample-352143,hostital,2021-09-04,RNA,Batch-294771,Consensus-978845,Sample-574755,2025-02-03 14:09:00.223795,2025-02-03 14:09:00.223795
SequencedSample-118720,hostital,2023-06-15,RNA,Batch-294771,Consensus-425539,Sample-173384,2025-02-03 14:09:00.223812,2025-02-03 14:09:00.223813
SequencedSample-746936,historic,2023-09-01,RNA,Batch-294771,Consensus-544899,Sample-943869,2025-02-03 14:09:00.223829,2025-02-03 14:09:00.223830
SequencedSample-382034,historic,2021-08-26,RNA,Batch-294771,Consensus-992585,Sample-652957,2025-02-03 14:09:00.223846,2025-02-03 14:09:00.223847
SequencedSample-488485,project,2022-07-18,RNA,Batch-294771,Consensus-328011,Sample-462009,2025-02-03 14:09:00.223863,2025-02-03 14:09:00.223864
SequencedSample-120489,Hogwarts_sequencing_sent_to_Panem,2021-05-04,RNA,Batch-294771,Consensus-444831,Sample-209786,2025-02-03 14:09:00.223880,2025-02-03 14:09:00.223881
SequencedSample-258229,hospital_sequencing,2022-03-09,RNA,Batch-294771,Consensus-443084,Sample-567151,2025-02-03 14:09:00.223901,2025-02-03 14:09:00.223901
SequencedSample-184361,hostital,2020-11-02,RNA,Batch-294771,Consensus-382352,Sample-862823,2025-02-03 14:09:00.223927,2025-02-03 14:09:00.223928
SequencedSample-055989,test,2021-03-01,RNA,Batch-294771,Consensus-846602,Sample-013888,2025-02-03 14:09:00.223948,2025-02-03 14:09:00.223949
SequencedSample-857157,hostital,2022-01-16,RNA,Batch-294771,Consensus-097017,Sample-773358,2025-02-03 14:09:00.223970,2025-02-03 14:09:00.223970
SequencedSample-608278,hospital_sequencing,2022-10-16,RNA,Batch-294771,Consensus-976079,Sample-914046,2025-02-03 14:09:00.223987,2025-02-03 14:09:00.223988
SequencedSample-046366,hospital_sequencing,2022-12-26,RNA,Batch-294771,Consensus-366186,Sample-243616,2025-02-03 14:09:00.224009,2025-02-03 14:09:00.224009
SequencedSample-109246,Panem_sequencing,2020-10-12,RNA,Batch-294771,Consensus-007978,Sample-091111,2025-02-03 14:09:00.224026,2025-02-03 14:09:00.224026
SequencedSample-646225,test,2024-03-01,RNA,Batch-294771,Consensus-928510,Sample-738039,2025-02-03 14:09:00.224047,2025-02-03 14:09:00.224048
SequencedSample-818653,live,2023-10-17,RNA,Batch-294771,Consensus-560903,Sample-013127,2025-02-03 14:09:00.224064,2025-02-03 14:09:00.224065
SequencedSample-187844,Panem_sequencing,2022-08-15,RNA,Batch-294771,Consensus-687306,Sample-972750,2025-02-03 14:09:00.224082,2025-02-03 14:09:00.224082
SequencedSample-844743,test,2023-10-19,RNA,Batch-294771,Consensus-888055,Sample-598119,2025-02-03 14:09:00.224099,2025-02-03 14:09:00.224099
SequencedSample-512878,live,2023-11-18,RNA,Batch-294771,Consensus-571673,Sample-964193,2025-02-03 14:09:00.224121,2025-02-03 14:09:00.224121
SequencedSample-408944,Hogwarts_sequencing_sent_to_Panem,2024-08-30,RNA,Batch-294771,Consensus-319774,Sample-522455,2025-02-03 14:09:00.224137,2025-02-03 14:09:00.224138
SequencedSample-103395,hostital,2024-01-05,RNA,Batch-718482,Consensus-426514,Sample-535217,2025-02-03 14:09:00.224159,2025-02-03 14:09:00.224160
SequencedSample-625782,live,2024-02-08,RNA,Batch-718482,Consensus-964983,Sample-774148,2025-02-03 14:09:00.224180,2025-02-03 14:09:00.224181
SequencedSample-695184,live,2023-07-18,RNA,Batch-718482,Consensus-417291,Sample-154002,2025-02-03 14:09:00.224197,2025-02-03 14:09:00.224198
SequencedSample-933336,Panem_sequencing,2023-05-27,RNA,Batch-718482,Consensus-921702,Sample-864349,2025-02-03 14:09:00.224214,2025-02-03 14:09:00.224215
SequencedSample-296524,live,2020-12-22,RNA,Batch-718482,Consensus-085570,Sample-421504,2025-02-03 14:09:00.224236,2025-02-03 14:09:00.224237
SequencedSample-196118,historic,2023-08-24,RNA,Batch-718482,Consensus-978025,Sample-243496,2025-02-03 14:09:00.224253,2025-02-03 14:09:00.224254
SequencedSample-796336,hostital,2021-05-13,RNA,Batch-718482,Consensus-121021,Sample-700637,2025-02-03 14:09:00.224270,2025-02-03 14:09:00.224270
SequencedSample-624359,Panem_sequencing,2022-03-19,RNA,Batch-718482,Consensus-736858,Sample-215078,2025-02-03 14:09:00.224291,2025-02-03 14:09:00.224292
SequencedSample-174078,hospital_sequencing,2022-06-20,RNA,Batch-718482,Consensus-098413,Sample-369472,2025-02-03 14:09:00.224308,2025-02-03 14:09:00.224309
SequencedSample-257856,project,2024-05-24,RNA,Batch-718482,Consensus-543500,Sample-920209,2025-02-03 14:09:00.224325,2025-02-03 14:09:00.224325
SequencedSample-840706,hospital_sequencing,2023-10-07,RNA,Batch-718482,Consensus-632389,Sample-937228,2025-02-03 14:09:00.224346,2025-02-03 14:09:00.224347
SequencedSample-734586,hostital,2024-04-12,RNA,Batch-718482,Consensus-231593,Sample-632078,2025-02-03 14:09:00.224363,2025-02-03 14:09:00.224364
SequencedSample-448280,test,2024-02-10,RNA,Batch-718482,Consensus-528634,Sample-589900,2025-02-03 14:09:00.224385,2025-02-03 14:09:00.224386
SequencedSample-266737,hospital_sequencing,2024-07-18,RNA,Batch-718482,Consensus-525645,Sample-885118,2025-02-03 14:09:00.224402,2025-02-03 14:09:00.224403
SequencedSample-317814,Panem_sequencing,2022-11-16,RNA,Batch-718482,Consensus-620072,Sample-795717,2025-02-03 14:09:00.224423,2025-02-03 14:09:00.224424
SequencedSample-640013,live,2024-05-23,RNA,Batch-718482,Consensus-519641,Sample-875167,2025-02-03 14:09:00.224440,2025-02-03 14:09:00.224441
SequencedSample-790874,Panem_sequencing,2022-01-19,RNA,Batch-718482,Consensus-201440,Sample-848900,2025-02-03 14:09:00.224463,2025-02-03 14:09:00.224464
SequencedSample-136592,test,2023-07-21,RNA,Batch-718482,Consensus-765743,Sample-789130,2025-02-03 14:09:00.224480,2025-02-03 14:09:00.224481
SequencedSample-116567,project,2022-09-10,RNA,Batch-718482,Consensus-484511,Sample-195152,2025-02-03 14:09:00.224497,2025-02-03 14:09:00.224498
SequencedSample-229309,live,2023-12-18,RNA,Batch-718482,Consensus-488855,Sample-035584,2025-02-03 14:09:00.224521,2025-02-03 14:09:00.224522
SequencedSample-273655,test,2022-02-12,RNA,Batch-718482,Consensus-006772,Sample-893792,2025-02-03 14:09:00.224543,2025-02-03 14:09:00.224544
SequencedSample-053078,Hogwarts_sequencing_sent_to_Panem,2023-05-20,RNA,Batch-718482,Consensus-848390,Sample-326410,2025-02-03 14:09:00.224561,2025-02-03 14:09:00.224561
SequencedSample-920154,hospital_sequencing,2020-10-14,RNA,Batch-718482,Consensus-003495,Sample-927544,2025-02-03 14:09:00.224578,2025-02-03 14:09:00.224579
SequencedSample-938708,historic,2022-01-28,RNA,Batch-718482,Consensus-900478,Sample-487847,2025-02-03 14:09:00.224599,2025-02-03 14:09:00.224600
SequencedSample-833722,historic,2023-06-11,RNA,Batch-718482,Consensus-509832,Sample-857942,2025-02-03 14:09:00.224617,2025-02-03 14:09:00.224618
SequencedSample-290621,historic,2023-02-05,RNA,Batch-718482,Consensus-319468,Sample-148487,2025-02-03 14:09:00.224639,2025-02-03 14:09:00.224639
SequencedSample-582794,live,2023-02-02,RNA,Batch-718482,Consensus-283980,Sample-502711,2025-02-03 14:09:00.224660,2025-02-03 14:09:00.224661
SequencedSample-561685,hostital,2024-09-14,RNA,Batch-718482,Consensus-511435,Sample-635842,2025-02-03 14:09:00.224677,2025-02-03 14:09:00.224678
SequencedSample-586109,hospital_sequencing,2023-05-13,RNA,Batch-718482,Consensus-473741,Sample-598832,2025-02-03 14:09:00.224694,2025-02-03 14:09:00.224694
SequencedSample-198911,live,2023-09-06,RNA,Batch-718482,Consensus-733692,Sample-088437,2025-02-03 14:09:00.224711,2025-02-03 14:09:00.224711
SequencedSample-448508,Hogwarts_sequencing_sent_to_Panem,2022-08-14,RNA,Batch-718482,Consensus-114587,Sample-575873,2025-02-03 14:09:00.224728,2025-02-03 14:09:00.224728
SequencedSample-615229,live,2024-10-02,RNA,Batch-718482,Consensus-666611,Sample-424390,2025-02-03 14:09:00.224745,2025-02-03 14:09:00.224745
SequencedSample-805507,Panem_sequencing,2021-08-04,RNA,Batch-718482,Consensus-462146,Sample-114262,2025-02-03 14:09:00.224762,2025-02-03 14:09:00.224762
SequencedSample-979093,live,2022-07-14,RNA,Batch-718482,Consensus-086565,Sample-082718,2025-02-03 14:09:00.224778,2025-02-03 14:09:00.224779
SequencedSample-811206,hospital_sequencing,2023-06-06,RNA,Batch-718482,Consensus-473771,Sample-590319,2025-02-03 14:09:00.224795,2025-02-03 14:09:00.224796
SequencedSample-716381,project,2021-10-18,RNA,Batch-718482,Consensus-844347,Sample-180011,2025-02-03 14:09:00.224812,2025-02-03 14:09:00.224813
SequencedSample-154003,hospital_sequencing,2020-10-01,RNA,Batch-718482,Consensus-282670,Sample-520063,2025-02-03 14:09:00.224829,2025-02-03 14:09:00.224830
SequencedSample-986789,Panem_sequencing,2022-11-29,RNA,Batch-718482,Consensus-574001,Sample-166132,2025-02-03 14:09:00.224850,2025-02-03 14:09:00.224851
SequencedSample-680101,hospital_sequencing,2021-04-14,RNA,Batch-718482,Consensus-616910,Sample-092141,2025-02-03 14:09:00.224867,2025-02-03 14:09:00.224868
SequencedSample-064339,Hogwarts_sequencing_sent_to_Panem,2024-01-04,RNA,Batch-718482,Consensus-537660,Sample-626211,2025-02-03 14:09:00.224888,2025-02-03 14:09:00.224889
SequencedSample-242449,test,2022-06-27,RNA,Batch-718482,Consensus-798456,Sample-052413,2025-02-03 14:09:00.224906,2025-02-03 14:09:00.224906
SequencedSample-874887,Hogwarts_sequencing_sent_to_Panem,2023-03-21,RNA,Batch-718482,Consensus-590156,Sample-772321,2025-02-03 14:09:00.224927,2025-02-03 14:09:00.224927
SequencedSample-723800,live,2023-12-16,RNA,Batch-718482,Consensus-304387,Sample-772349,2025-02-03 14:09:00.224948,2025-02-03 14:09:00.224949
SequencedSample-551012,Hogwarts_sequencing_sent_to_Panem,2021-11-11,RNA,Batch-718482,Consensus-861233,Sample-704045,2025-02-03 14:09:00.224969,2025-02-03 14:09:00.224970
SequencedSample-392741,Panem_sequencing,2020-11-22,RNA,Batch-718482,Consensus-712195,Sample-322163,2025-02-03 14:09:00.224991,2025-02-03 14:09:00.224991
SequencedSample-773653,live,2024-01-06,RNA,Batch-718482,Consensus-642123,Sample-480565,2025-02-03 14:09:00.225012,2025-02-03 14:09:00.225013
SequencedSample-202733,Panem_sequencing,2024-05-20,RNA,Batch-718482,Consensus-301195,Sample-063143,2025-02-03 14:09:00.225029,2025-02-03 14:09:00.225030
SequencedSample-762105,Hogwarts_sequencing_sent_to_Panem,2021-02-13,RNA,Batch-718482,Consensus-301598,Sample-068760,2025-02-03 14:09:00.225050,2025-02-03 14:09:00.225050
SequencedSample-291323,hostital,2022-01-05,RNA,Batch-718482,Consensus-159864,Sample-110364,2025-02-03 14:09:00.225071,2025-02-03 14:09:00.225071
SequencedSample-326448,Panem_sequencing,2022-09-12,RNA,Batch-718482,Consensus-892545,Sample-918893,2025-02-03 14:09:00.225088,2025-02-03 14:09:00.225088
SequencedSample-143791,hostital,2024-04-02,RNA,Batch-718482,Consensus-722162,Sample-993815,2025-02-03 14:09:00.225105,2025-02-03 14:09:00.225105
SequencedSample-757323,hostital,2022-01-10,RNA,Batch-718482,Consensus-636226,Sample-489395,2025-02-03 14:09:00.225126,2025-02-03 14:09:00.225127
SequencedSample-186486,test,2021-03-16,RNA,Batch-718482,Consensus-630079,Sample-203411,2025-02-03 14:09:00.225147,2025-02-03 14:09:00.225148
SequencedSample-895356,Hogwarts_sequencing_sent_to_Panem,2021-06-29,RNA,Batch-718482,Consensus-294834,Sample-826208,2025-02-03 14:09:00.225164,2025-02-03 14:09:00.225164
SequencedSample-662895,project,2021-12-15,RNA,Batch-718482,Consensus-064939,Sample-989830,2025-02-03 14:09:00.225185,2025-02-03 14:09:00.225186
SequencedSample-412788,Hogwarts_sequencing_sent_to_Panem,2023-08-21,RNA,Batch-718482,Consensus-422768,Sample-195205,2025-02-03 14:09:00.225202,2025-02-03 14:09:00.225203
SequencedSample-458227,hostital,2024-08-12,RNA,Batch-718482,Consensus-686733,Sample-674568,2025-02-03 14:09:00.225219,2025-02-03 14:09:00.225220
SequencedSample-281274,Hogwarts_sequencing_sent_to_Panem,2024-07-05,RNA,Batch-718482,Consensus-386177,Sample-293013,2025-02-03 14:09:00.225235,2025-02-03 14:09:00.225236
SequencedSample-265399,live,2021-01-22,RNA,Batch-718482,Consensus-373220,Sample-011035,2025-02-03 14:09:00.225257,2025-02-03 14:09:00.225257
SequencedSample-506353,hospital_sequencing,2021-01-03,RNA,Batch-718482,Consensus-839561,Sample-491865,2025-02-03 14:09:00.225277,2025-02-03 14:09:00.225278
SequencedSample-576273,live,2022-07-02,RNA,Batch-718482,Consensus-255655,Sample-659705,2025-02-03 14:09:00.225294,2025-02-03 14:09:00.225295
SequencedSample-097634,Hogwarts_sequencing_sent_to_Panem,2021-03-18,RNA,Batch-718482,Consensus-308260,Sample-100424,2025-02-03 14:09:00.225315,2025-02-03 14:09:00.225316
SequencedSample-646892,live,2020-10-19,RNA,Batch-718482,Consensus-084349,Sample-492926,2025-02-03 14:09:00.225332,2025-02-03 14:09:00.225333
SequencedSample-133256,Hogwarts_sequencing_sent_to_Panem,2024-01-06,RNA,Batch-718482,Consensus-758052,Sample-531886,2025-02-03 14:09:00.225353,2025-02-03 14:09:00.225354
SequencedSample-886891,test,2021-09-03,RNA,Batch-718482,Consensus-531688,Sample-262279,2025-02-03 14:09:00.225370,2025-02-03 14:09:00.225371
SequencedSample-075842,project,2024-05-16,RNA,Batch-718482,Consensus-642064,Sample-387542,2025-02-03 14:09:00.225387,2025-02-03 14:09:00.225388
SequencedSample-404281,Panem_sequencing,2022-01-03,RNA,Batch-718482,Consensus-765889,Sample-369827,2025-02-03 14:09:00.225408,2025-02-03 14:09:00.225409
SequencedSample-336788,Panem_sequencing,2021-06-03,RNA,Batch-718482,Consensus-648194,Sample-943756,2025-02-03 14:09:00.225425,2025-02-03 14:09:00.225425
SequencedSample-743865,live,2021-07-27,RNA,Batch-718482,Consensus-189701,Sample-665610,2025-02-03 14:09:00.225441,2025-02-03 14:09:00.225442
SequencedSample-887112,test,2023-05-27,RNA,Batch-718482,Consensus-525456,Sample-448254,2025-02-03 14:09:00.225458,2025-02-03 14:09:00.225459
SequencedSample-889502,historic,2020-09-26,RNA,Batch-718482,Consensus-932858,Sample-365389,2025-02-03 14:09:00.225475,2025-02-03 14:09:00.225477
SequencedSample-112059,hospital_sequencing,2021-08-06,RNA,Batch-718482,Consensus-581221,Sample-254101,2025-02-03 14:09:00.225493,2025-02-03 14:09:00.225494
SequencedSample-545911,historic,2022-10-09,RNA,Batch-718482,Consensus-486534,Sample-121090,2025-02-03 14:09:00.225510,2025-02-03 14:09:00.225511
SequencedSample-016547,project,2022-05-06,RNA,Batch-718482,Consensus-972894,Sample-690195,2025-02-03 14:09:00.225527,2025-02-03 14:09:00.225528
SequencedSample-543595,Panem_sequencing,2022-04-13,RNA,Batch-718482,Consensus-453389,Sample-394446,2025-02-03 14:09:00.225544,2025-02-03 14:09:00.225544
SequencedSample-709676,project,2022-08-22,RNA,Batch-718482,Consensus-737910,Sample-307614,2025-02-03 14:09:00.225560,2025-02-03 14:09:00.225561
SequencedSample-598087,test,2020-09-24,RNA,Batch-718482,Consensus-584089,Sample-237145,2025-02-03 14:09:00.225577,2025-02-03 14:09:00.225578
SequencedSample-201476,hospital_sequencing,2022-05-19,RNA,Batch-718482,Consensus-616900,Sample-927260,2025-02-03 14:09:00.225594,2025-02-03 14:09:00.225595
SequencedSample-083092,project,2020-12-23,RNA,Batch-718482,Consensus-489157,Sample-991217,2025-02-03 14:09:00.225615,2025-02-03 14:09:00.225616
SequencedSample-642635,live,2021-05-11,RNA,Batch-718482,Consensus-300365,Sample-943455,2025-02-03 14:09:00.225632,2025-02-03 14:09:00.225633
SequencedSample-232348,hospital_sequencing,2021-12-18,RNA,Batch-718482,Consensus-847132,Sample-213091,2025-02-03 14:09:00.225656,2025-02-03 14:09:00.225657
SequencedSample-064384,Panem_sequencing,2024-06-28,RNA,Batch-718482,Consensus-661842,Sample-022878,2025-02-03 14:09:00.225673,2025-02-03 14:09:00.225674
SequencedSample-486050,hostital,2023-05-12,RNA,Batch-718482,Consensus-025590,Sample-994031,2025-02-03 14:09:00.225690,2025-02-03 14:09:00.225691
SequencedSample-953898,hostital,2022-10-24,RNA,Batch-718482,Consensus-675223,Sample-653680,2025-02-03 14:09:00.225707,2025-02-03 14:09:00.225708
SequencedSample-851326,hostital,2023-01-09,RNA,Batch-718482,Consensus-369641,Sample-334686,2025-02-03 14:09:00.225728,2025-02-03 14:09:00.225729
SequencedSample-115827,live,2022-04-09,RNA,Batch-718482,Consensus-225300,Sample-005362,2025-02-03 14:09:00.225745,2025-02-03 14:09:00.225746
SequencedSample-494368,historic,2024-02-29,RNA,Batch-718482,Consensus-581183,Sample-450063,2025-02-03 14:09:00.225767,2025-02-03 14:09:00.225768
SequencedSample-296158,live,2021-05-05,RNA,Batch-718482,Consensus-906574,Sample-206919,2025-02-03 14:09:00.225784,2025-02-03 14:09:00.225785
SequencedSample-557330,live,2021-05-30,RNA,Batch-718482,Consensus-064411,Sample-030269,2025-02-03 14:09:00.225801,2025-02-03 14:09:00.225802
SequencedSample-633851,test,2023-04-12,RNA,Batch-718482,Consensus-796583,Sample-146430,2025-02-03 14:09:00.225818,2025-02-03 14:09:00.225818
SequencedSample-215189,project,2021-03-19,RNA,Batch-718482,Consensus-891036,Sample-454734,2025-02-03 14:09:00.225839,2025-02-03 14:09:00.225839
SequencedSample-199101,hostital,2021-09-02,RNA,Batch-718482,Consensus-231891,Sample-566363,2025-02-03 14:09:00.225856,2025-02-03 14:09:00.225856
SequencedSample-885669,hospital_sequencing,2024-02-01,RNA,Batch-718482,Consensus-342815,Sample-880222,2025-02-03 14:09:00.225877,2025-02-03 14:09:00.225877
SequencedSample-360746,test,2021-11-16,RNA,Batch-718482,Consensus-664673,Sample-999936,2025-02-03 14:09:00.225898,2025-02-03 14:09:00.225899
SequencedSample-108274,test,2023-09-10,RNA,Batch-718482,Consensus-514826,Sample-912401,2025-02-03 14:09:00.225915,2025-02-03 14:09:00.225916
SequencedSample-485598,hospital_sequencing,2020-12-25,RNA,Batch-718482,Consensus-991636,Sample-234250,2025-02-03 14:09:00.225936,2025-02-03 14:09:00.225937
SequencedSample-755346,Hogwarts_sequencing_sent_to_Panem,2021-08-08,RNA,Batch-718482,Consensus-408932,Sample-893200,2025-02-03 14:09:00.225953,2025-02-03 14:09:00.225954
SequencedSample-783519,live,2024-07-19,RNA,Batch-718482,Consensus-133655,Sample-101455,2025-02-03 14:09:00.225974,2025-02-03 14:09:00.225975
SequencedSample-665261,hospital_sequencing,2021-05-24,RNA,Batch-718482,Consensus-086519,Sample-732943,2025-02-03 14:09:00.225991,2025-02-03 14:09:00.225992
SequencedSample-265306,Hogwarts_sequencing_sent_to_Panem,2022-07-09,RNA,Batch-718482,Consensus-648764,Sample-040413,2025-02-03 14:09:00.226008,2025-02-03 14:09:00.226009
SequencedSample-299360,hospital_sequencing,2021-12-17,RNA,Batch-329617,Consensus-098075,Sample-608727,2025-02-03 14:09:00.226029,2025-02-03 14:09:00.226030
SequencedSample-948260,Panem_sequencing,2023-08-23,RNA,Batch-329617,Consensus-172719,Sample-194033,2025-02-03 14:09:00.226046,2025-02-03 14:09:00.226046
SequencedSample-988972,hospital_sequencing,2022-09-05,RNA,Batch-329617,Consensus-741416,Sample-088154,2025-02-03 14:09:00.226062,2025-02-03 14:09:00.226063
SequencedSample-696203,hostital,2020-09-24,RNA,Batch-329617,Consensus-290277,Sample-487210,2025-02-03 14:09:00.226079,2025-02-03 14:09:00.226080
SequencedSample-645407,project,2021-09-06,RNA,Batch-329617,Consensus-007033,Sample-896402,2025-02-03 14:09:00.226096,2025-02-03 14:09:00.226096
SequencedSample-870241,live,2021-03-07,RNA,Batch-329617,Consensus-060205,Sample-808329,2025-02-03 14:09:00.226117,2025-02-03 14:09:00.226117
SequencedSample-911059,hostital,2024-09-02,RNA,Batch-329617,Consensus-880549,Sample-413950,2025-02-03 14:09:00.226134,2025-02-03 14:09:00.226134
SequencedSample-011986,Panem_sequencing,2024-09-14,RNA,Batch-329617,Consensus-110203,Sample-940042,2025-02-03 14:09:00.226151,2025-02-03 14:09:00.226151
SequencedSample-864853,project,2022-11-10,RNA,Batch-329617,Consensus-363535,Sample-223889,2025-02-03 14:09:00.226172,2025-02-03 14:09:00.226173
SequencedSample-206480,project,2023-10-27,RNA,Batch-329617,Consensus-834965,Sample-975204,2025-02-03 14:09:00.226189,2025-02-03 14:09:00.226190
SequencedSample-860891,Panem_sequencing,2023-09-03,RNA,Batch-329617,Consensus-889934,Sample-741603,2025-02-03 14:09:00.226206,2025-02-03 14:09:00.226207
SequencedSample-464430,hostital,2021-02-25,RNA,Batch-329617,Consensus-234706,Sample-469236,2025-02-03 14:09:00.226227,2025-02-03 14:09:00.226228
SequencedSample-954852,hostital,2024-09-30,RNA,Batch-329617,Consensus-031214,Sample-385313,2025-02-03 14:09:00.226244,2025-02-03 14:09:00.226245
SequencedSample-470882,hospital_sequencing,2022-03-15,RNA,Batch-329617,Consensus-404538,Sample-184837,2025-02-03 14:09:00.226265,2025-02-03 14:09:00.226266
SequencedSample-010555,project,2021-04-20,RNA,Batch-329617,Consensus-313464,Sample-362591,2025-02-03 14:09:00.226282,2025-02-03 14:09:00.226282
SequencedSample-338741,project,2021-10-24,RNA,Batch-329617,Consensus-021848,Sample-464652,2025-02-03 14:09:00.226298,2025-02-03 14:09:00.226299
SequencedSample-720813,hostital,2021-05-31,RNA,Batch-329617,Consensus-957250,Sample-894763,2025-02-03 14:09:00.226315,2025-02-03 14:09:00.226316
SequencedSample-217696,project,2022-06-27,RNA,Batch-329617,Consensus-117289,Sample-920728,2025-02-03 14:09:00.226332,2025-02-03 14:09:00.226332
SequencedSample-129507,hostital,2024-04-15,RNA,Batch-329617,Consensus-088494,Sample-833197,2025-02-03 14:09:00.226348,2025-02-03 14:09:00.226349
SequencedSample-271891,Panem_sequencing,2023-01-20,RNA,Batch-329617,Consensus-691181,Sample-076540,2025-02-03 14:09:00.226369,2025-02-03 14:09:00.226370
SequencedSample-642837,hospital_sequencing,2022-12-27,RNA,Batch-329617,Consensus-518569,Sample-113182,2025-02-03 14:09:00.226391,2025-02-03 14:09:00.226391
SequencedSample-089192,historic,2024-07-18,RNA,Batch-329617,Consensus-510320,Sample-021733,2025-02-03 14:09:00.226408,2025-02-03 14:09:00.226408
SequencedSample-136099,Panem_sequencing,2022-02-02,RNA,Batch-329617,Consensus-692561,Sample-879367,2025-02-03 14:09:00.226429,2025-02-03 14:09:00.226430
SequencedSample-107355,hospital_sequencing,2022-06-01,RNA,Batch-329617,Consensus-390640,Sample-647167,2025-02-03 14:09:00.226446,2025-02-03 14:09:00.226446
SequencedSample-318097,test,2024-09-08,RNA,Batch-329617,Consensus-617418,Sample-379142,2025-02-03 14:09:00.226463,2025-02-03 14:09:00.226463
SequencedSample-345232,hospital_sequencing,2024-05-20,RNA,Batch-329617,Consensus-512578,Sample-633291,2025-02-03 14:09:00.226479,2025-02-03 14:09:00.226480
SequencedSample-504928,project,2023-02-09,RNA,Batch-329617,Consensus-368121,Sample-693496,2025-02-03 14:09:00.226500,2025-02-03 14:09:00.226501
SequencedSample-354244,hostital,2022-11-01,RNA,Batch-329617,Consensus-878309,Sample-211767,2025-02-03 14:09:00.226521,2025-02-03 14:09:00.226522
SequencedSample-453638,live,2022-07-14,RNA,Batch-329617,Consensus-105608,Sample-099640,2025-02-03 14:09:00.226538,2025-02-03 14:09:00.226539
SequencedSample-340158,hostital,2023-04-02,RNA,Batch-329617,Consensus-368150,Sample-820557,2025-02-03 14:09:00.226555,2025-02-03 14:09:00.226556
SequencedSample-699575,test,2021-12-17,RNA,Batch-329617,Consensus-788698,Sample-308551,2025-02-03 14:09:00.226576,2025-02-03 14:09:00.226577
SequencedSample-299279,live,2021-07-10,RNA,Batch-329617,Consensus-967359,Sample-003133,2025-02-03 14:09:00.226593,2025-02-03 14:09:00.226593
SequencedSample-467768,hostital,2021-03-15,RNA,Batch-329617,Consensus-981565,Sample-575874,2025-02-03 14:09:00.226613,2025-02-03 14:09:00.226614
SequencedSample-824741,hospital_sequencing,2024-03-08,RNA,Batch-329617,Consensus-205683,Sample-886464,2025-02-03 14:09:00.226635,2025-02-03 14:09:00.226635
SequencedSample-958093,hostital,2022-01-25,RNA,Batch-329617,Consensus-432716,Sample-049222,2025-02-03 14:09:00.226656,2025-02-03 14:09:00.226656
SequencedSample-255790,historic,2023-02-01,RNA,Batch-329617,Consensus-579213,Sample-485209,2025-02-03 14:09:00.226676,2025-02-03 14:09:00.226677
SequencedSample-501846,project,2022-10-23,RNA,Batch-329617,Consensus-284581,Sample-856041,2025-02-03 14:09:00.226693,2025-02-03 14:09:00.226694
