NextcladeResultID,frameShifts,aaSubstitutions,aaDeletions,aaInsertions,alignmentScore,clade,Nextclade_pango,substitutions,deletions,insertions,missing,nonACGTNs,pcrPrimerChanges,qc.mixedSites.totalMixedSites,qc.overallScore,qc.overallStatus,qc.frameShifts.status,qc.frameShifts.frameShiftsIgnored,NextcladeVersion,ConsensusID,IsCurrent,TimestampCreated,TimestampUpdated
Nextclade-848765,,,,,88472,21L (Omicron),BA.2,,,,,,,2,63,mediocre,,,nextclade 2.4.0,Consensus-553602,1,2025-02-03 14:08:42.268666,2025-02-03 14:08:42.268667
Nextclade-904986,,,,,88607,21J (Delta),AY.4,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-821708,1,2025-02-03 14:08:42.269186,2025-02-03 14:08:42.269187
Nextclade-999383,,,,,88069,20I (Alpha; V1),B.1.1.7,,,,,,,0,24,good,,,nextclade 2.4.0,Consensus-882604,1,2025-02-03 14:08:42.269715,2025-02-03 14:08:42.269716
Nextclade-595735,,,,,89539,21L (Omicron),BA.2,,,,,,,4,21,good,,,nextclade 2.4.0,Consensus-081044,1,2025-02-03 14:08:42.270238,2025-02-03 14:08:42.270239
Nextclade-477512,,,,,89654,21J (Delta),AY.122,,,,,,,2,3,good,,,nextclade 2.6.0,Consensus-132803,1,2025-02-03 14:08:42.270763,2025-02-03 14:08:42.270764
Nextclade-637956,,,,,87937,21J (Delta),AY.43.6,,,,,,,0,10,good,,,nextclade 2.5.0,Consensus-458838,1,2025-02-03 14:08:42.271282,2025-02-03 14:08:42.271284
Nextclade-009631,,,,,88785,20A,B.1.258.11,,,,,,,0,2,good,,,nextclade 2.5.0,Consensus-425124,1,2025-02-03 14:08:42.271805,2025-02-03 14:08:42.271806
Nextclade-212991,,,,,88815,21K (Omicron),BA.1.19,,,,,,,0,42,mediocre,,,nextclade 2.6.0,Consensus-694341,1,2025-02-03 14:08:42.272338,2025-02-03 14:08:42.272339
Nextclade-986315,,,,,89503,,,,,,,,,0,3,good,,,nextclade 2.4.0,Consensus-498116,1,2025-02-03 14:08:42.272875,2025-02-03 14:08:42.272876
Nextclade-787250,,,,,88540,21K (Omicron),BA.1,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-075669,1,2025-02-03 14:08:42.273406,2025-02-03 14:08:42.273407
Nextclade-189037,,,,,87892,20I (Alpha; V1),B.1.1.7,,,,,,,1,0,good,,,nextclade 2.5.0,Consensus-566550,1,2025-02-03 14:08:42.273931,2025-02-03 14:08:42.273932
Nextclade-709340,,,,,89142,21J (Delta),AY.134,,,,,,,2,0,good,,,nextclade 2.5.0,Consensus-224362,1,2025-02-03 14:08:42.274454,2025-02-03 14:08:42.274455
Nextclade-548870,,,,,88206,20I (Alpha; V1),B.1.1.7,,,,,,,1,15,good,,,nextclade 2.5.0,Consensus-252650,1,2025-02-03 14:08:42.274974,2025-02-03 14:08:42.274975
Nextclade-750461,,,,,89683,21J (Delta),AY.43,,,,,,,1,21,good,,,nextclade 2.4.0,Consensus-027533,1,2025-02-03 14:08:42.275498,2025-02-03 14:08:42.275500
Nextclade-906565,,,,,87912,21J (Delta),B.1.617.2,,,,,,,0,21,good,,,nextclade 2.4.0,Consensus-830019,1,2025-02-03 14:08:42.276022,2025-02-03 14:08:42.276023
Nextclade-174476,,,,,89469,20A,B.1.160,,,,,,,2,3,good,,,nextclade 2.4.0,Consensus-616066,1,2025-02-03 14:08:42.276544,2025-02-03 14:08:42.276545
Nextclade-544418,,,,,88389,20E (EU1),B.1.177.21,,,,,,,2,20,good,,,nextclade 2.4.0,Consensus-391175,1,2025-02-03 14:08:42.277065,2025-02-03 14:08:42.277066
Nextclade-040672,,,,,89084,20I (Alpha; V1),B.1.1.7,,,,,,,1,17,good,,,nextclade 2.6.0,Consensus-359167,1,2025-02-03 14:08:42.277593,2025-02-03 14:08:42.277594
Nextclade-764672,,,,,88511,,,,,,,,,0,22,good,,,nextclade 2.6.0,Consensus-287214,1,2025-02-03 14:08:42.278125,2025-02-03 14:08:42.278126
Nextclade-885216,,,,,88213,20E (EU1),B.1.177.21,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-998059,1,2025-02-03 14:08:42.278650,2025-02-03 14:08:42.278651
Nextclade-383983,,,,,88015,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.5.0,Consensus-401104,1,2025-02-03 14:08:42.279170,2025-02-03 14:08:42.279171
Nextclade-713765,,,,,88001,21K (Omicron),BA.1,,,,,,,0,29,good,,,nextclade 2.5.0,Consensus-671708,1,2025-02-03 14:08:42.279696,2025-02-03 14:08:42.279697
Nextclade-116160,,,,,89312,20E (EU1),B.1.177.21,,,,,,,0,52,mediocre,,,nextclade 2.4.0,Consensus-470289,1,2025-02-03 14:08:42.280223,2025-02-03 14:08:42.280224
Nextclade-010317,,,,,89036,21K (Omicron),BA.1,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-067420,1,2025-02-03 14:08:42.280747,2025-02-03 14:08:42.280748
Nextclade-456064,,,,,89709,,,,,,,,,1,13,good,,,nextclade 2.4.0,Consensus-649273,1,2025-02-03 14:08:42.281280,2025-02-03 14:08:42.281281
Nextclade-230987,,,,,89485,21J (Delta),AY.7.1,,,,,,,1,16,good,,,nextclade 2.6.0,Consensus-743173,1,2025-02-03 14:08:42.281803,2025-02-03 14:08:42.281804
Nextclade-803785,,,,,89303,21L (Omicron),BA.2,,,,,,,2,18,good,,,nextclade 2.6.0,Consensus-788676,1,2025-02-03 14:08:42.282322,2025-02-03 14:08:42.282324
Nextclade-393407,,,,,88238,20A,B.1.221,,,,,,,0,15,good,,,nextclade 2.5.0,Consensus-117445,1,2025-02-03 14:08:42.282844,2025-02-03 14:08:42.282845
Nextclade-564664,,,,,88180,20E (EU1),B.1.177.21,,,,,,,0,12,good,,,nextclade 2.6.0,Consensus-028063,1,2025-02-03 14:08:42.283373,2025-02-03 14:08:42.283374
Nextclade-848649,,,,,88836,21J (Delta),AY.43,,,,,,,0,9,good,,,nextclade 2.4.0,Consensus-489047,1,2025-02-03 14:08:42.283894,2025-02-03 14:08:42.283895
Nextclade-072312,,,,,89248,,,,,,,,,0,5,good,,,nextclade 2.5.0,Consensus-095067,1,2025-02-03 14:08:42.284423,2025-02-03 14:08:42.284424
Nextclade-765033,,,,,89654,20E (EU1),B.1.177.21,,,,,,,3,55,mediocre,,,nextclade 2.4.0,Consensus-650676,1,2025-02-03 14:08:42.284952,2025-02-03 14:08:42.284954
Nextclade-407372,,,,,88799,20I (Alpha; V1),B.1.1.7,,,,,,,0,25,good,,,nextclade 2.4.0,Consensus-813550,1,2025-02-03 14:08:42.285476,2025-02-03 14:08:42.285477
Nextclade-743500,,,,,89166,21J (Delta),AY.122,,,,,,,0,23,good,,,nextclade 2.5.0,Consensus-806678,1,2025-02-03 14:08:42.285997,2025-02-03 14:08:42.285998
Nextclade-299114,,,,,88612,20A,B.1.160,,,,,,,0,14,good,,,nextclade 2.6.0,Consensus-096391,1,2025-02-03 14:08:42.286529,2025-02-03 14:08:42.286530
Nextclade-461911,,,,,89227,21J (Delta),AY.122,,,,,,,2,1,good,,,nextclade 2.5.0,Consensus-844628,1,2025-02-03 14:08:42.287050,2025-02-03 14:08:42.287051
Nextclade-173682,,,,,88554,21J (Delta),AY.4.2,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-735554,1,2025-02-03 14:08:42.287569,2025-02-03 14:08:42.287570
Nextclade-528999,,,,,89137,,,,,,,,,0,28,good,,,nextclade 2.4.0,Consensus-611718,1,2025-02-03 14:08:42.288099,2025-02-03 14:08:42.288100
Nextclade-808681,,,,,88655,,,,,,,,,3,15,good,,,nextclade 2.5.0,Consensus-574573,1,2025-02-03 14:08:42.288628,2025-02-03 14:08:42.288630
Nextclade-719745,,,,,88410,21L (Omicron),BA.2.9,,,,,,,2,16,good,,,nextclade 2.5.0,Consensus-286478,1,2025-02-03 14:08:42.289148,2025-02-03 14:08:42.289149
Nextclade-286106,,,,,89543,21J (Delta),AY.122,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-792374,1,2025-02-03 14:08:42.289670,2025-02-03 14:08:42.289671
Nextclade-235797,,,,,87887,,,,,,,,,0,1023,bad,,,nextclade 2.5.0,Consensus-140072,1,2025-02-03 14:08:42.290199,2025-02-03 14:08:42.290200
Nextclade-741741,,,,,89060,,,,,,,,,2,9,good,,,nextclade 2.5.0,Consensus-963534,1,2025-02-03 14:08:42.290728,2025-02-03 14:08:42.290729
Nextclade-475866,,,,,89000,20I (Alpha; V1),Q.7,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-473039,1,2025-02-03 14:08:42.291251,2025-02-03 14:08:42.291252
Nextclade-438908,,,,,88969,21J (Delta),AY.122.6,,,,,,,1,6,good,,,nextclade 2.4.0,Consensus-491178,1,2025-02-03 14:08:42.291770,2025-02-03 14:08:42.291771
Nextclade-352918,,,,,88142,,,,,,,,,3,4,good,,,nextclade 2.4.0,Consensus-852554,1,2025-02-03 14:08:42.292304,2025-02-03 14:08:42.292305
Nextclade-740406,,,,,88239,,,,,,,,,0,39,mediocre,,,nextclade 2.5.0,Consensus-649306,1,2025-02-03 14:08:42.292836,2025-02-03 14:08:42.292837
Nextclade-237637,,,,,88481,21J (Delta),AY.4.6,,,,,,,1,48,mediocre,,,nextclade 2.6.0,Consensus-602681,1,2025-02-03 14:08:42.293365,2025-02-03 14:08:42.293366
Nextclade-653212,,,,,89096,20I (Alpha; V1),B.1.1.7,,,,,,,0,1,good,,,nextclade 2.6.0,Consensus-634125,1,2025-02-03 14:08:42.293887,2025-02-03 14:08:42.293888
Nextclade-618929,,,,,89623,21L (Omicron),BA.2,,,,,,,0,10,good,,,nextclade 2.6.0,Consensus-537334,1,2025-02-03 14:08:42.294407,2025-02-03 14:08:42.294408
Nextclade-171507,,,,,88182,20I (Alpha; V1),B.1.1.7,,,,,,,0,60,mediocre,,,nextclade 2.4.0,Consensus-783603,1,2025-02-03 14:08:42.294930,2025-02-03 14:08:42.294931
Nextclade-550312,,,,,88477,21L (Omicron),BA.2,,,,,,,1,0,good,,,nextclade 2.6.0,Consensus-240150,1,2025-02-03 14:08:42.295452,2025-02-03 14:08:42.295453
Nextclade-772423,,,,,88470,21J (Delta),AY.122,,,,,,,1,64,mediocre,,,nextclade 2.5.0,Consensus-919356,1,2025-02-03 14:08:42.295975,2025-02-03 14:08:42.295976
Nextclade-910674,,,,,87868,21J (Delta),AY.43,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-254060,1,2025-02-03 14:08:42.296497,2025-02-03 14:08:42.296498
Nextclade-635522,,,,,88058,21J (Delta),B.1.617.2,,,,,,,0,26,good,,,nextclade 2.5.0,Consensus-281227,1,2025-02-03 14:08:42.297020,2025-02-03 14:08:42.297022
Nextclade-058920,,,,,89074,21J (Delta),AY.4,,,,,,,0,5,good,,,nextclade 2.6.0,Consensus-744907,1,2025-02-03 14:08:42.297543,2025-02-03 14:08:42.297544
Nextclade-382952,,,,,89569,21J (Delta),AY.122,,,,,,,0,0,good,,,nextclade 2.4.0,Consensus-544054,1,2025-02-03 14:08:42.298070,2025-02-03 14:08:42.298071
Nextclade-294568,,,,,88784,21K (Omicron),BA.1,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-432773,1,2025-02-03 14:08:42.298597,2025-02-03 14:08:42.298598
Nextclade-723156,,,,,88819,21J (Delta),AY.43,,,,,,,0,86,mediocre,,,nextclade 2.6.0,Consensus-966924,1,2025-02-03 14:08:42.299118,2025-02-03 14:08:42.299119
Nextclade-435640,,,,,89164,21J (Delta),AY.4.5,,,,,,,0,29,good,,,nextclade 2.4.0,Consensus-048038,1,2025-02-03 14:08:42.299639,2025-02-03 14:08:42.299640
Nextclade-870968,,,,,88075,20E (EU1),B.1.177,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-040595,1,2025-02-03 14:08:42.300161,2025-02-03 14:08:42.300163
Nextclade-328133,,,,,88856,21J (Delta),AY.4,,,,,,,2,22,good,,,nextclade 2.6.0,Consensus-008613,1,2025-02-03 14:08:42.300690,2025-02-03 14:08:42.300691
Nextclade-268320,,,,,87994,21L (Omicron),BA.2,,,,,,,0,63,mediocre,,,nextclade 2.6.0,Consensus-383553,1,2025-02-03 14:08:42.301221,2025-02-03 14:08:42.301222
Nextclade-849798,,,,,88002,,,,,,,,,0,18,good,,,nextclade 2.4.0,Consensus-699655,1,2025-02-03 14:08:42.301758,2025-02-03 14:08:42.301759
Nextclade-983145,,,,,89616,21J (Delta),AY.4,,,,,,,0,79,mediocre,,,nextclade 2.4.0,Consensus-563366,1,2025-02-03 14:08:42.302279,2025-02-03 14:08:42.302280
Nextclade-540823,,,,,88469,21L (Omicron),BA.2.9,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-612072,1,2025-02-03 14:08:42.302802,2025-02-03 14:08:42.302804
Nextclade-502724,,,,,87974,21J (Delta),AY.127,,,,,,,0,10,good,,,nextclade 2.6.0,Consensus-413730,1,2025-02-03 14:08:42.303336,2025-02-03 14:08:42.303337
Nextclade-011292,,,,,89667,20I (Alpha; V1),B.1.1.7,,,,,,,0,3,good,,,nextclade 2.6.0,Consensus-276930,1,2025-02-03 14:08:42.303859,2025-02-03 14:08:42.303860
Nextclade-132719,,,,,88821,21J (Delta),AY.4,,,,,,,2,1,good,,,nextclade 2.4.0,Consensus-578763,1,2025-02-03 14:08:42.304395,2025-02-03 14:08:42.304397
Nextclade-009125,,,,,89037,20I (Alpha; V1),B.1.1.7,,,,,,,0,9,good,,,nextclade 2.6.0,Consensus-862978,1,2025-02-03 14:08:42.304930,2025-02-03 14:08:42.304931
Nextclade-163544,,,,,88567,20E (EU1),B.1.177.21,,,,,,,0,20,good,,,nextclade 2.6.0,Consensus-677078,1,2025-02-03 14:08:42.305459,2025-02-03 14:08:42.305460
Nextclade-977744,,,,,89600,20E (EU1),B.1.177.60,,,,,,,1,26,good,,,nextclade 2.6.0,Consensus-622681,1,2025-02-03 14:08:42.305986,2025-02-03 14:08:42.305988
Nextclade-824475,,,,,89078,20E (EU1),B.1.177,,,,,,,0,6,good,,,nextclade 2.5.0,Consensus-876994,1,2025-02-03 14:08:42.306515,2025-02-03 14:08:42.306516
Nextclade-625946,,,,,89443,20E (EU1),B.1.177.21,,,,,,,2,11107,bad,,,nextclade 2.4.0,Consensus-659383,1,2025-02-03 14:08:42.307039,2025-02-03 14:08:42.307040
Nextclade-777717,,,,,89171,20I (Alpha; V1),B.1.1.7,,,,,,,2,22,good,,,nextclade 2.4.0,Consensus-594313,1,2025-02-03 14:08:42.307563,2025-02-03 14:08:42.307564
Nextclade-927965,,,,,89512,21J (Delta),AY.122,,,,,,,3,1,good,,,nextclade 2.6.0,Consensus-528361,1,2025-02-03 14:08:42.308084,2025-02-03 14:08:42.308085
Nextclade-152666,,,,,89231,20I (Alpha; V1),B.1.1.7,,,,,,,0,15413,bad,,,nextclade 2.5.0,Consensus-126422,1,2025-02-03 14:08:42.308604,2025-02-03 14:08:42.308605
Nextclade-512673,,,,,89500,21J (Delta),AY.43,,,,,,,0,12,good,,,nextclade 2.4.0,Consensus-634134,1,2025-02-03 14:08:42.309127,2025-02-03 14:08:42.309128
Nextclade-315515,,,,,88075,20E (EU1),B.1.177.12,,,,,,,0,14,good,,,nextclade 2.5.0,Consensus-522178,1,2025-02-03 14:08:42.309649,2025-02-03 14:08:42.309651
Nextclade-683833,,,,,89664,21L (Omicron),BA.2,,,,,,,0,16,good,,,nextclade 2.5.0,Consensus-258351,1,2025-02-03 14:08:42.310177,2025-02-03 14:08:42.310179
Nextclade-919769,,,,,88813,21J (Delta),AY.122,,,,,,,0,71,mediocre,,,nextclade 2.4.0,Consensus-607201,1,2025-02-03 14:08:42.310700,2025-02-03 14:08:42.310701
Nextclade-006275,,,,,89082,,,,,,,,,0,1,good,,,nextclade 2.5.0,Consensus-620430,1,2025-02-03 14:08:42.311232,2025-02-03 14:08:42.311233
Nextclade-262073,,,,,89334,21J (Delta),AY.4.5,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-668634,1,2025-02-03 14:08:42.311776,2025-02-03 14:08:42.311777
Nextclade-239570,,,,,89014,,,,,,,,,0,28,good,,,nextclade 2.4.0,Consensus-828962,1,2025-02-03 14:08:42.312307,2025-02-03 14:08:42.312308
Nextclade-615011,,,,,89638,21J (Delta),B.1.617.2,,,,,,,0,13,good,,,nextclade 2.6.0,Consensus-559590,1,2025-02-03 14:08:42.312828,2025-02-03 14:08:42.312829
Nextclade-902955,,,,,88709,21J (Delta),AY.36,,,,,,,3,21399,bad,,,nextclade 2.6.0,Consensus-228114,1,2025-02-03 14:08:42.313358,2025-02-03 14:08:42.313359
Nextclade-819414,,,,,89087,,,,,,,,,2,83,mediocre,,,nextclade 2.4.0,Consensus-857028,1,2025-02-03 14:08:42.313892,2025-02-03 14:08:42.313893
Nextclade-169511,,,,,89079,21J (Delta),AY.4.6,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-623000,1,2025-02-03 14:08:42.314412,2025-02-03 14:08:42.314413
Nextclade-636783,,,,,88974,20I (Alpha; V1),B.1.1.7,,,,,,,1,3,good,,,nextclade 2.6.0,Consensus-304394,1,2025-02-03 14:08:42.314934,2025-02-03 14:08:42.314935
Nextclade-452156,,,,,88885,20A,B.1.258,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-484342,1,2025-02-03 14:08:42.315456,2025-02-03 14:08:42.315457
Nextclade-801356,,,,,89080,,,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-697944,1,2025-02-03 14:08:42.315987,2025-02-03 14:08:42.315988
Nextclade-261890,,,,,89296,21J (Delta),AY.43,,,,,,,2,21,good,,,nextclade 2.5.0,Consensus-683948,1,2025-02-03 14:08:42.316507,2025-02-03 14:08:42.316508
Nextclade-137508,,,,,89052,21J (Delta),AY.34.1,,,,,,,0,17,good,,,nextclade 2.4.0,Consensus-140845,1,2025-02-03 14:08:42.317029,2025-02-03 14:08:42.317030
Nextclade-427418,,,,,88003,20I (Alpha; V1),B.1.1.7,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-095230,1,2025-02-03 14:08:42.317556,2025-02-03 14:08:42.317558
Nextclade-356833,,,,,89392,,,,,,,,,2,6,good,,,nextclade 2.5.0,Consensus-143025,1,2025-02-03 14:08:42.318177,2025-02-03 14:08:42.318178
Nextclade-654829,,,,,88356,20B,B.1.1.298,,,,,,,0,0,good,,,nextclade 2.5.0,Consensus-361131,1,2025-02-03 14:08:42.318690,2025-02-03 14:08:42.318691
Nextclade-172435,,,,,88634,21J (Delta),AY.121,,,,,,,1,29,good,,,nextclade 2.6.0,Consensus-745534,1,2025-02-03 14:08:42.319203,2025-02-03 14:08:42.319204
Nextclade-488517,,,,,89404,21J (Delta),AY.43.6,,,,,,,0,14,good,,,nextclade 2.4.0,Consensus-108355,1,2025-02-03 14:08:42.319722,2025-02-03 14:08:42.319724
Nextclade-977401,,,,,89091,21K (Omicron),BA.1,,,,,,,0,29,good,,,nextclade 2.4.0,Consensus-998236,1,2025-02-03 14:08:42.320387,2025-02-03 14:08:42.320389
Nextclade-371293,,,,,89531,21J (Delta),AY.4.6,,,,,,,2,75,mediocre,,,nextclade 2.4.0,Consensus-539237,1,2025-02-03 14:08:42.320958,2025-02-03 14:08:42.320959
Nextclade-302147,,,,,88399,,,,,,,,,0,27,good,,,nextclade 2.4.0,Consensus-893867,1,2025-02-03 14:08:42.321484,2025-02-03 14:08:42.321485
Nextclade-617158,,,,,88951,21J (Delta),AY.122,,,,,,,2,9,good,,,nextclade 2.6.0,Consensus-822997,1,2025-02-03 14:08:42.322011,2025-02-03 14:08:42.322012
Nextclade-145818,,,,,89463,,,,,,,,,1,4,good,,,nextclade 2.4.0,Consensus-775934,1,2025-02-03 14:08:42.322536,2025-02-03 14:08:42.322537
Nextclade-934054,,,,,89703,20A,B.1,,,,,,,1,17982,bad,,,nextclade 2.5.0,Consensus-388205,1,2025-02-03 14:08:42.323053,2025-02-03 14:08:42.323054
Nextclade-194325,,,,,88322,,,,,,,,,0,28,good,,,nextclade 2.5.0,Consensus-787798,1,2025-02-03 14:08:42.323574,2025-02-03 14:08:42.323575
Nextclade-791977,,,,,89020,20I (Alpha; V1),B.1.1.7,,,,,,,0,23,good,,,nextclade 2.6.0,Consensus-477659,1,2025-02-03 14:08:42.324107,2025-02-03 14:08:42.324108
Nextclade-392982,,,,,88450,,,,,,,,,0,15,good,,,nextclade 2.6.0,Consensus-685076,1,2025-02-03 14:08:42.324632,2025-02-03 14:08:42.324633
Nextclade-328102,,,,,89618,20A,B.1.258.11,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-857699,1,2025-02-03 14:08:42.325148,2025-02-03 14:08:42.325150
Nextclade-920743,,,,,89123,20A,B.1.258,,,,,,,0,2323,bad,,,nextclade 2.4.0,Consensus-487764,1,2025-02-03 14:08:42.325665,2025-02-03 14:08:42.325666
Nextclade-255018,,,,,88342,,,,,,,,,1,22,good,,,nextclade 2.5.0,Consensus-680879,1,2025-02-03 14:08:42.326189,2025-02-03 14:08:42.326190
Nextclade-062298,,,,,89651,21J (Delta),AY.122.6,,,,,,,1,16,good,,,nextclade 2.6.0,Consensus-081810,1,2025-02-03 14:08:42.326702,2025-02-03 14:08:42.326703
Nextclade-145963,,,,,88075,21K (Omicron),BA.1,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-119424,1,2025-02-03 14:08:42.327216,2025-02-03 14:08:42.327217
Nextclade-429684,,,,,88072,,,,,,,,,1,17491,bad,,,nextclade 2.6.0,Consensus-444549,1,2025-02-03 14:08:42.327738,2025-02-03 14:08:42.327739
Nextclade-812440,,,,,89101,21K (Omicron),BA.1.17.2,,,,,,,7,26,good,,,nextclade 2.4.0,Consensus-269190,1,2025-02-03 14:08:42.328252,2025-02-03 14:08:42.328253
Nextclade-559164,,,,,88533,21J (Delta),B.1.617.2,,,,,,,0,23,good,,,nextclade 2.5.0,Consensus-299709,1,2025-02-03 14:08:42.328763,2025-02-03 14:08:42.328764
Nextclade-308324,,,,,88003,21J (Delta),AY.126,,,,,,,2,24,good,,,nextclade 2.6.0,Consensus-603576,1,2025-02-03 14:08:42.329284,2025-02-03 14:08:42.329285
Nextclade-069264,,,,,89107,21J (Delta),AY.4,,,,,,,2,27,good,,,nextclade 2.5.0,Consensus-304391,1,2025-02-03 14:08:42.329800,2025-02-03 14:08:42.329801
Nextclade-859008,,,,,87872,21J (Delta),AY.4,,,,,,,0,10,good,,,nextclade 2.5.0,Consensus-645021,1,2025-02-03 14:08:42.330329,2025-02-03 14:08:42.330330
Nextclade-409141,,,,,89345,20E (EU1),B.1.177.21,,,,,,,2,12,good,,,nextclade 2.6.0,Consensus-998948,1,2025-02-03 14:08:42.330842,2025-02-03 14:08:42.330843
Nextclade-844029,,,,,88141,20I (Alpha; V1),B.1.1.7,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-121469,1,2025-02-03 14:08:42.331358,2025-02-03 14:08:42.331359
Nextclade-043639,,,,,88173,20E (EU1),B.1.177.12,,,,,,,1,75,mediocre,,,nextclade 2.4.0,Consensus-701153,1,2025-02-03 14:08:42.331874,2025-02-03 14:08:42.331875
Nextclade-975149,,,,,89249,21J (Delta),AY.126,,,,,,,0,17,good,,,nextclade 2.4.0,Consensus-595449,1,2025-02-03 14:08:42.332398,2025-02-03 14:08:42.332400
Nextclade-760208,,,,,88765,21J (Delta),AY.4,,,,,,,0,7,good,,,nextclade 2.6.0,Consensus-699908,1,2025-02-03 14:08:42.332911,2025-02-03 14:08:42.332912
Nextclade-055559,,,,,89098,,,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-122826,1,2025-02-03 14:08:42.333438,2025-02-03 14:08:42.333439
Nextclade-681956,,,,,88867,21K (Omicron),BA.1,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-743670,1,2025-02-03 14:08:42.333953,2025-02-03 14:08:42.333954
Nextclade-870013,,,,,89095,21L (Omicron),BA.2,,,,,,,2,15,good,,,nextclade 2.4.0,Consensus-766084,1,2025-02-03 14:08:42.334468,2025-02-03 14:08:42.334469
Nextclade-840806,,,,,89593,20I (Alpha; V1),B.1.1.7,,,,,,,0,10,good,,,nextclade 2.6.0,Consensus-819427,1,2025-02-03 14:08:42.334978,2025-02-03 14:08:42.334979
Nextclade-732673,,,,,89540,21J (Delta),AY.127,,,,,,,0,2,good,,,nextclade 2.5.0,Consensus-703096,1,2025-02-03 14:08:42.335494,2025-02-03 14:08:42.335495
Nextclade-453867,,,,,88417,21K (Omicron),BA.1.17.2,,,,,,,0,26,good,,,nextclade 2.5.0,Consensus-552823,1,2025-02-03 14:08:42.336008,2025-02-03 14:08:42.336009
Nextclade-256264,,,,,89272,20I (Alpha; V1),B.1.1.7,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-004604,1,2025-02-03 14:08:42.336537,2025-02-03 14:08:42.336539
Nextclade-808005,,,,,89259,20A,B.1.480,,,,,,,0,0,good,,,nextclade 2.5.0,Consensus-391659,1,2025-02-03 14:08:42.337047,2025-02-03 14:08:42.337048
Nextclade-289687,,,,,88368,20A,B.1.160,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-104178,1,2025-02-03 14:08:42.337563,2025-02-03 14:08:42.337565
Nextclade-378464,,,,,88576,21J (Delta),AY.4.6,,,,,,,0,8,good,,,nextclade 2.5.0,Consensus-240887,1,2025-02-03 14:08:42.338079,2025-02-03 14:08:42.338081
Nextclade-319654,,,,,89238,20E (EU1),B.1.177.21,,,,,,,1,95,mediocre,,,nextclade 2.5.0,Consensus-661546,1,2025-02-03 14:08:42.338596,2025-02-03 14:08:42.338597
Nextclade-693007,,,,,89585,20E (EU1),B.1.177.21,,,,,,,1,14,good,,,nextclade 2.5.0,Consensus-410602,1,2025-02-03 14:08:42.339113,2025-02-03 14:08:42.339114
Nextclade-256209,,,,,88334,21J (Delta),AY.43,,,,,,,2,7,good,,,nextclade 2.4.0,Consensus-950695,1,2025-02-03 14:08:42.339629,2025-02-03 14:08:42.339630
Nextclade-425916,,,,,89100,21J (Delta),AY.43,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-849101,1,2025-02-03 14:08:42.340140,2025-02-03 14:08:42.340141
Nextclade-596302,,,,,88277,20I (Alpha; V1),B.1.1.7,,,,,,,1,11,good,,,nextclade 2.4.0,Consensus-939733,1,2025-02-03 14:08:42.340654,2025-02-03 14:08:42.340655
Nextclade-582254,,,,,88673,,,,,,,,,2,21863,bad,,,nextclade 2.4.0,Consensus-332850,1,2025-02-03 14:08:42.341171,2025-02-03 14:08:42.341172
Nextclade-469702,,,,,87863,20E (EU1),B.1.177.35,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-912470,1,2025-02-03 14:08:42.341690,2025-02-03 14:08:42.341691
Nextclade-849486,,,,,88729,,,,,,,,,0,26,good,,,nextclade 2.6.0,Consensus-438787,1,2025-02-03 14:08:42.342211,2025-02-03 14:08:42.342212
Nextclade-737391,,,,,89120,,,,,,,,,0,16,good,,,nextclade 2.6.0,Consensus-423804,1,2025-02-03 14:08:42.342735,2025-02-03 14:08:42.342736
Nextclade-031916,,,,,88877,21L (Omicron),BA.2.9,,,,,,,3,22,good,,,nextclade 2.4.0,Consensus-600659,1,2025-02-03 14:08:42.343251,2025-02-03 14:08:42.343252
Nextclade-532775,,,,,89501,21L (Omicron),BA.2,,,,,,,1,13,good,,,nextclade 2.4.0,Consensus-899699,1,2025-02-03 14:08:42.343769,2025-02-03 14:08:42.343774
