BatchID,BatchDate,Platform,BatchSource,TimestampCreated,TimestampUpdated
Batch-515447,2025-01-03,nanopore,Hogwarts,2025-01-28 17:54:29.006768,2025-01-28 17:54:29.006769
Batch-983249,2023-10-21,nanopore,Hogwarts,2025-01-28 17:54:29.006787,2025-01-28 17:54:29.006788
Batch-072944,2025-01-03,Illumina,Hogwarts,2025-01-28 17:54:29.006810,2025-01-28 17:54:29.006810
Batch-024003,2023-02-20,Illumina,Middle-Earth,2025-01-28 17:54:29.006833,2025-01-28 17:54:29.006833
Batch-057997,2023-10-24,Illumina,Pandora,2025-01-28 17:54:29.006852,2025-01-28 17:54:29.006852
Batch-303916,2024-11-30,Illumina,Hogwarts,2025-01-28 17:54:29.006875,2025-01-28 17:54:29.006875
Batch-723337,2023-07-19,nanopore,Hogwarts,2025-01-28 17:54:29.006893,2025-01-28 17:54:29.006894
Batch-926236,2023-08-07,Illumina,Narnia,2025-01-28 17:54:29.006912,2025-01-28 17:54:29.006913
Batch-845040,2023-05-07,Illumina,Narnia,2025-01-28 17:54:29.006931,2025-01-28 17:54:29.006931
Batch-341270,2023-11-10,Illumina,Hogwarts,2025-01-28 17:54:29.006954,2025-01-28 17:54:29.006954
Batch-690115,2023-05-25,Illumina,Pandora,2025-01-28 17:54:29.006972,2025-01-28 17:54:29.006973
Batch-031292,2023-05-20,nanopore,Gilead,2025-01-28 17:54:29.006990,2025-01-28 17:54:29.006991
Batch-776768,2023-12-31,nanopore,Hogwarts,2025-01-28 17:54:29.007013,2025-01-28 17:54:29.007014
Batch-722150,2023-03-06,Illumina,Gilead,2025-01-28 17:54:29.007036,2025-01-28 17:54:29.007037
