ConsensusID,NCount,AmbiguousSites,NwAmb,NCountQC,NumAlignedReads,PctCoveredBases,SeqLength,QcScore,SequenceExclude,ManualExclude,Alpha,Beta,Gamma,Delta,Eta,Omicron,BA.1,BA.2,BG,BA.4,BA.5,BA.2.75,BF.7,WhoVariant,LineagesOfInterest,UnaliasedPango,SequencedSampleID,CurrentNextcladeID,CurrentPangolinID,IsCurrent,TimestampCreated,TimestampUpdated
Consensus-647740,191,0,191,MQ,,91.71,29452,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-107040,Nextclade-464245,Pangolin-014684,1,2025-01-29 15:10:16.206484,2025-01-29 15:10:16.206485
Consensus-192246,105,1,106,HQ,,99.92,29962,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-735581,Nextclade-943430,Pangolin-966073,1,2025-01-29 15:10:16.206613,2025-01-29 15:10:16.206614
Consensus-938903,379,0,379,MQ,,92.26,29867,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.1.277,SequencedSample-341956,Nextclade-793524,Pangolin-269395,1,2025-01-29 15:10:16.206743,2025-01-29 15:10:16.206744
Consensus-432315,66,0,66,HQ,,99.85,30026,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-509137,Nextclade-335987,Pangolin-511007,1,2025-01-29 15:10:16.206886,2025-01-29 15:10:16.206887
Consensus-735051,79,2,81,HQ,2361755,99.7,29896,Fail: Mixed strain,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-122959,Nextclade-879040,Pangolin-119227,1,2025-01-29 15:10:16.207021,2025-01-29 15:10:16.207021
Consensus-183635,101,0,101,HQ,,99.78,29808,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.221,SequencedSample-889503,Nextclade-260690,Pangolin-512863,1,2025-01-29 15:10:16.207151,2025-01-29 15:10:16.207152
Consensus-208760,150,0,150,MQ,,98.64,29327,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-608657,Nextclade-168421,Pangolin-613659,1,2025-01-29 15:10:16.207282,2025-01-29 15:10:16.207283
Consensus-853485,,,,Fail,,65.92,29375,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-220838,Nextclade-970422,Pangolin-033272,1,2025-01-29 15:10:16.207421,2025-01-29 15:10:16.207422
Consensus-440313,273,0,273,MQ,,97.95,30209,,MixedStrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-472610,Nextclade-918940,Pangolin-731347,1,2025-01-29 15:10:16.207552,2025-01-29 15:10:16.207553
Consensus-339497,1060,1,1061,MQ,,90.44,30266,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-961061,Nextclade-112801,Pangolin-944792,1,2025-01-29 15:10:16.207683,2025-01-29 15:10:16.207684
Consensus-949227,128,1,129,HQ,,99.66,30400,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-533404,Nextclade-949597,Pangolin-368234,1,2025-01-29 15:10:16.207812,2025-01-29 15:10:16.207813
Consensus-619017,162,1,163,MQ,,91.44,29792,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.6,SequencedSample-292213,Nextclade-687494,Pangolin-055778,1,2025-01-29 15:10:16.207945,2025-01-29 15:10:16.207946
Consensus-731984,50,1,51,HQ,,99.73,29340,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-632207,Nextclade-827719,Pangolin-734864,1,2025-01-29 15:10:16.208078,2025-01-29 15:10:16.208079
Consensus-615333,10,0,10,HQ,,99.94,29417,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-865859,Nextclade-995893,Pangolin-216601,1,2025-01-29 15:10:16.208209,2025-01-29 15:10:16.208210
Consensus-246116,371,0,371,MQ,,94.09,29943,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-742083,Nextclade-826003,Pangolin-418339,1,2025-01-29 15:10:16.208339,2025-01-29 15:10:16.208340
Consensus-483579,82,3,85,HQ,,99.64,29701,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.7.1,SequencedSample-738069,Nextclade-163737,Pangolin-507400,1,2025-01-29 15:10:16.208467,2025-01-29 15:10:16.208468
Consensus-026480,55,0,55,HQ,,99.99,30289,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-050931,Nextclade-143146,Pangolin-389515,1,2025-01-29 15:10:16.208601,2025-01-29 15:10:16.208602
Consensus-724207,58,1,59,HQ,,99.58,29620,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-106575,Nextclade-114037,Pangolin-411608,1,2025-01-29 15:10:16.208733,2025-01-29 15:10:16.208734
Consensus-044483,11,0,11,HQ,,99.64,30083,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-660677,Nextclade-983973,Pangolin-854665,1,2025-01-29 15:10:16.208862,2025-01-29 15:10:16.208863
Consensus-905477,78,0,78,HQ,,99.56,29984,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-671330,Nextclade-997827,Pangolin-833566,1,2025-01-29 15:10:16.208992,2025-01-29 15:10:16.208992
Consensus-874946,140,0,140,MQ,,93.33,29339,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-705283,Nextclade-501087,Pangolin-194580,1,2025-01-29 15:10:16.209120,2025-01-29 15:10:16.209121
Consensus-117657,99,0,99,HQ,,99.91,30304,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-265309,Nextclade-832641,Pangolin-606487,1,2025-01-29 15:10:16.209249,2025-01-29 15:10:16.209250
Consensus-025824,504,0,504,MQ,,92.28,30047,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-388117,Nextclade-045135,Pangolin-870114,1,2025-01-29 15:10:16.209384,2025-01-29 15:10:16.209385
Consensus-702757,75,0,75,HQ,,99.91,29377,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-122097,Nextclade-671809,Pangolin-826395,1,2025-01-29 15:10:16.209514,2025-01-29 15:10:16.209515
Consensus-549627,333,0,333,MQ,,97.91,29857,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-862376,Nextclade-167799,Pangolin-470621,1,2025-01-29 15:10:16.209644,2025-01-29 15:10:16.209645
Consensus-466220,1374,0,1374,MQ,,95.46,30306,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.1.170,SequencedSample-874945,Nextclade-187125,Pangolin-668606,1,2025-01-29 15:10:16.209775,2025-01-29 15:10:16.209776
Consensus-421493,85,1,86,HQ,,99.94,29824,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-955165,Nextclade-645072,Pangolin-985303,1,2025-01-29 15:10:16.209904,2025-01-29 15:10:16.209905
Consensus-860188,307,0,307,MQ,,94.84,29621,,MixedStrain,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-393700,Nextclade-467995,Pangolin-630201,1,2025-01-29 15:10:16.210041,2025-01-29 15:10:16.210042
Consensus-482144,13,0,13,HQ,,99.62,29821,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,XG,SequencedSample-824992,Nextclade-447369,Pangolin-076013,1,2025-01-29 15:10:16.210172,2025-01-29 15:10:16.210173
Consensus-408163,16,1,17,HQ,,99.68,29916,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-420533,Nextclade-475192,Pangolin-520873,1,2025-01-29 15:10:16.210308,2025-01-29 15:10:16.210309
Consensus-775827,156,0,156,MQ,,93.82,30186,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2,SequencedSample-502762,Nextclade-188616,Pangolin-743757,1,2025-01-29 15:10:16.210441,2025-01-29 15:10:16.210442
Consensus-122471,285,0,285,MQ,,96.31,29643,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-832645,Nextclade-068746,Pangolin-903681,1,2025-01-29 15:10:16.210571,2025-01-29 15:10:16.210572
Consensus-365765,876,0,876,MQ,,97.79,29672,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-231791,Nextclade-084683,Pangolin-519815,1,2025-01-29 15:10:16.210701,2025-01-29 15:10:16.210702
Consensus-169937,96,0,96,HQ,,99.96,29400,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.7.1,SequencedSample-680469,Nextclade-741704,Pangolin-265962,1,2025-01-29 15:10:16.210831,2025-01-29 15:10:16.210831
Consensus-642909,725,0,725,MQ,,95.03,29633,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.126,SequencedSample-111684,Nextclade-703300,Pangolin-900422,1,2025-01-29 15:10:16.210959,2025-01-29 15:10:16.210960
Consensus-067331,882,0,882,MQ,,89.87,29541,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-583201,Nextclade-606887,Pangolin-302654,1,2025-01-29 15:10:16.211094,2025-01-29 15:10:16.211095
Consensus-098855,637,1,638,MQ,,95.08,29807,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.160,SequencedSample-696273,Nextclade-933531,Pangolin-025183,1,2025-01-29 15:10:16.211226,2025-01-29 15:10:16.211227
Consensus-613382,212,0,212,MQ,,98.66,29390,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.7.1,SequencedSample-331433,Nextclade-770472,Pangolin-324258,1,2025-01-29 15:10:16.211356,2025-01-29 15:10:16.211357
Consensus-807156,64,8,72,HQ,,99.98,30231,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-270522,Nextclade-104610,Pangolin-206133,1,2025-01-29 15:10:16.211516,2025-01-29 15:10:16.211517
Consensus-650787,63,0,63,HQ,,99.83,29847,,,Manually_Excluded_Plate,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-293491,Nextclade-874998,Pangolin-720344,1,2025-01-29 15:10:16.211677,2025-01-29 15:10:16.211678
Consensus-378635,88,9,97,HQ,,99.62,30059,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.160,SequencedSample-899087,Nextclade-711310,Pangolin-866872,1,2025-01-29 15:10:16.211817,2025-01-29 15:10:16.211818
Consensus-100583,444,0,444,MQ,,93.98,29846,,,Manually_Excluded_Sample,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-602288,Nextclade-859446,Pangolin-141795,1,2025-01-29 15:10:16.211959,2025-01-29 15:10:16.211960
Consensus-474757,27,0,27,HQ,,99.83,30015,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.6,SequencedSample-205783,Nextclade-045868,Pangolin-828152,1,2025-01-29 15:10:16.212095,2025-01-29 15:10:16.212096
Consensus-126551,6,0,6,HQ,,99.61,29473,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-648137,Nextclade-879579,Pangolin-275706,1,2025-01-29 15:10:16.212229,2025-01-29 15:10:16.212230
Consensus-909718,42,4,46,HQ,,99.63,29565,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1.17.2,SequencedSample-862477,Nextclade-717827,Pangolin-274835,1,2025-01-29 15:10:16.212367,2025-01-29 15:10:16.212368
Consensus-552082,491,0,491,MQ,,96.67,30184,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-106739,Nextclade-303499,Pangolin-222848,1,2025-01-29 15:10:16.212510,2025-01-29 15:10:16.212511
Consensus-816826,861,0,861,MQ,,93.3,29812,,,Manually_Excluded_Plate,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-408084,Nextclade-297197,Pangolin-133895,1,2025-01-29 15:10:16.212643,2025-01-29 15:10:16.212644
Consensus-215009,849,0,849,MQ,,99.48,30267,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.12,SequencedSample-375361,Nextclade-590224,Pangolin-444373,1,2025-01-29 15:10:16.212781,2025-01-29 15:10:16.212782
Consensus-014198,233,0,233,MQ,,97.28,29483,,TooManyNs;ManuallyExcluded,Manually_Excluded_Sample,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-894096,Nextclade-560173,Pangolin-393472,1,2025-01-29 15:10:16.212914,2025-01-29 15:10:16.212915
Consensus-104459,57,1,58,HQ,,99.93,30388,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-493668,Nextclade-196161,Pangolin-862549,1,2025-01-29 15:10:16.213046,2025-01-29 15:10:16.213047
Consensus-190982,44,0,44,HQ,,99.8,29764,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-189524,Nextclade-779326,Pangolin-834001,1,2025-01-29 15:10:16.213177,2025-01-29 15:10:16.213178
Consensus-681553,438,0,438,MQ,,91.22,29988,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-280155,Nextclade-316857,Pangolin-155965,1,2025-01-29 15:10:16.213315,2025-01-29 15:10:16.213316
Consensus-353892,246,0,246,MQ,,95.42,29926,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-244528,Nextclade-327210,Pangolin-193306,1,2025-01-29 15:10:16.213447,2025-01-29 15:10:16.213448
Consensus-615159,595,0,595,MQ,,95.33,29713,,,Manually_Excluded_Plate,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-704833,Nextclade-916634,Pangolin-135932,1,2025-01-29 15:10:16.213600,2025-01-29 15:10:16.213601
Consensus-504565,50,1,51,HQ,,99.7,29746,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-056952,Nextclade-715722,Pangolin-216395,1,2025-01-29 15:10:16.213731,2025-01-29 15:10:16.213732
Consensus-326418,405,1,406,MQ,,97.26,30029,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-385296,Nextclade-518071,Pangolin-486575,1,2025-01-29 15:10:16.213863,2025-01-29 15:10:16.213864
Consensus-301771,46,0,46,HQ,,99.76,29706,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43.6,SequencedSample-919033,Nextclade-878032,Pangolin-539083,1,2025-01-29 15:10:16.213998,2025-01-29 15:10:16.213999
Consensus-807278,176,0,176,MQ,,96.62,29748,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.21,SequencedSample-240132,Nextclade-746464,Pangolin-733060,1,2025-01-29 15:10:16.214130,2025-01-29 15:10:16.214131
Consensus-925982,124,2,126,HQ,,99.8,30157,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-096671,Nextclade-945265,Pangolin-657037,1,2025-01-29 15:10:16.214261,2025-01-29 15:10:16.214262
Consensus-194857,210,0,210,MQ,,99.37,29944,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1.17,SequencedSample-446451,Nextclade-573705,Pangolin-646116,1,2025-01-29 15:10:16.214392,2025-01-29 15:10:16.214393
Consensus-282060,88,3,91,HQ,,99.85,30149,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177,SequencedSample-818537,Nextclade-632085,Pangolin-461905,1,2025-01-29 15:10:16.214523,2025-01-29 15:10:16.214524
Consensus-618995,23,0,23,HQ,,99.77,30396,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-653083,Nextclade-221686,Pangolin-629315,1,2025-01-29 15:10:16.214659,2025-01-29 15:10:16.214660
Consensus-759554,423,0,423,MQ,,94.0,30029,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-041537,Nextclade-487437,Pangolin-863876,1,2025-01-29 15:10:16.214793,2025-01-29 15:10:16.214794
Consensus-683280,464,0,464,MQ,,98.21,29448,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-579891,Nextclade-046308,Pangolin-380317,1,2025-01-29 15:10:16.214924,2025-01-29 15:10:16.214925
Consensus-587334,108,0,108,HQ,,99.8,29818,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.51,SequencedSample-427988,Nextclade-977882,Pangolin-669300,1,2025-01-29 15:10:16.215055,2025-01-29 15:10:16.215056
Consensus-336005,52,0,52,HQ,,99.88,29451,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-725481,Nextclade-693813,Pangolin-313976,1,2025-01-29 15:10:16.215185,2025-01-29 15:10:16.215186
Consensus-911755,,,,Fail,,67.4,30050,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.21,SequencedSample-419353,Nextclade-524117,Pangolin-492933,1,2025-01-29 15:10:16.215321,2025-01-29 15:10:16.215322
Consensus-985378,101,2,103,HQ,,99.92,30042,,,Manually_Excluded_Run,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-446881,Nextclade-159925,Pangolin-097823,1,2025-01-29 15:10:16.215454,2025-01-29 15:10:16.215455
Consensus-602479,11,0,11,HQ,,99.89,30195,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-043471,Nextclade-855643,Pangolin-899112,1,2025-01-29 15:10:16.215585,2025-01-29 15:10:16.215586
Consensus-686436,23,0,23,HQ,,99.83,29451,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122,SequencedSample-828890,Nextclade-689871,Pangolin-225163,1,2025-01-29 15:10:16.215723,2025-01-29 15:10:16.215724
Consensus-256902,190,0,190,MQ,,92.97,30038,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-209462,Nextclade-805903,Pangolin-959111,1,2025-01-29 15:10:16.215855,2025-01-29 15:10:16.215856
Consensus-986640,487,1,488,MQ,,93.24,29608,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4,SequencedSample-390695,Nextclade-883601,Pangolin-016295,1,2025-01-29 15:10:16.215986,2025-01-29 15:10:16.215987
Consensus-528001,149,0,149,MQ,,90.17,29476,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-983617,Nextclade-057447,Pangolin-593876,1,2025-01-29 15:10:16.216118,2025-01-29 15:10:16.216119
Consensus-836151,12,3,15,HQ,,99.74,29309,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2,SequencedSample-547124,Nextclade-713293,Pangolin-347107,1,2025-01-29 15:10:16.216248,2025-01-29 15:10:16.216249
Consensus-185785,94,0,94,HQ,,99.6,30322,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.127,SequencedSample-103304,Nextclade-168783,Pangolin-757092,1,2025-01-29 15:10:16.216383,2025-01-29 15:10:16.216384
Consensus-977997,41,1,42,HQ,,99.93,29737,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.122.6,SequencedSample-372441,Nextclade-417443,Pangolin-973072,1,2025-01-29 15:10:16.216519,2025-01-29 15:10:16.216520
Consensus-160053,406,0,406,MQ,,89.87,29803,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-562168,Nextclade-592303,Pangolin-631820,1,2025-01-29 15:10:16.216650,2025-01-29 15:10:16.216651
Consensus-436384,167,2,169,MQ,,91.2,30161,,,Manually_Excluded_Run,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-572865,Nextclade-341725,Pangolin-568922,1,2025-01-29 15:10:16.216780,2025-01-29 15:10:16.216781
Consensus-832411,61,0,61,HQ,,99.79,29525,,,Manually_Excluded_Plate,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.177.86,SequencedSample-894372,Nextclade-346597,Pangolin-248346,1,2025-01-29 15:10:16.216913,2025-01-29 15:10:16.216914
Consensus-177345,220,2,222,MQ,,96.06,29946,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.129,SequencedSample-413356,Nextclade-790897,Pangolin-830894,1,2025-01-29 15:10:16.217043,2025-01-29 15:10:16.217044
Consensus-035540,151,0,151,MQ,,96.46,29584,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-818698,Nextclade-096943,Pangolin-598520,1,2025-01-29 15:10:16.217172,2025-01-29 15:10:16.217173
Consensus-026513,281,0,281,MQ,,98.65,30001,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-951241,Nextclade-988050,Pangolin-080205,1,2025-01-29 15:10:16.217308,2025-01-29 15:10:16.217309
Consensus-293925,189,0,189,MQ,,93.32,29962,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1.160,SequencedSample-260738,Nextclade-516735,Pangolin-052436,1,2025-01-29 15:10:16.217440,2025-01-29 15:10:16.217441
Consensus-395073,166,0,166,MQ,,92.64,29849,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-893445,Nextclade-559542,Pangolin-893355,1,2025-01-29 15:10:16.217571,2025-01-29 15:10:16.217572
Consensus-874843,80,0,80,HQ,,99.83,30111,,,Manually_Excluded_Run,0,0,0,0,0,0,0,0,0,0,0,0,0,,,B.1,SequencedSample-209418,Nextclade-820339,Pangolin-084431,1,2025-01-29 15:10:16.217719,2025-01-29 15:10:16.217720
Consensus-422066,65,5,70,HQ,,99.96,30248,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-703382,Nextclade-850678,Pangolin-252437,1,2025-01-29 15:10:16.217855,2025-01-29 15:10:16.217856
Consensus-632000,1391,0,1391,MQ,,93.21,30338,,,Manually_Excluded_Plate,1,0,0,0,0,0,0,0,0,0,0,0,0,Alpha,Alpha,B.1.1.7,SequencedSample-187420,Nextclade-791460,Pangolin-736641,1,2025-01-29 15:10:16.217985,2025-01-29 15:10:16.217986
Consensus-624364,191,1,192,MQ,,95.91,29551,,,Manually_Excluded_Run,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.42,SequencedSample-569939,Nextclade-783554,Pangolin-750608,1,2025-01-29 15:10:16.218115,2025-01-29 15:10:16.218116
Consensus-806315,72,0,72,HQ,,99.58,30254,,,Manually_Excluded_Plate,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2.9,SequencedSample-311595,Nextclade-075000,Pangolin-799456,1,2025-01-29 15:10:16.218245,2025-01-29 15:10:16.218246
Consensus-048613,172,0,172,MQ,,96.65,30261,,,Manually_Excluded_Plate,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-369593,Nextclade-369396,Pangolin-960673,1,2025-01-29 15:10:16.218374,2025-01-29 15:10:16.218375
Consensus-138980,106,2,108,HQ,,99.88,29862,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1.1,SequencedSample-277956,Nextclade-002845,Pangolin-870729,1,2025-01-29 15:10:16.218509,2025-01-29 15:10:16.218510
Consensus-838685,30,0,30,HQ,,99.93,29677,,,Manually_Excluded_Sample,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-777129,Nextclade-751328,Pangolin-546555,1,2025-01-29 15:10:16.218639,2025-01-29 15:10:16.218640
Consensus-809667,65,0,65,HQ,,99.87,29584,,,Manually_Excluded_Sample,0,0,0,0,0,1,0,1,0,0,0,0,0,Omicron,BA.2,B.1.1.529.2,SequencedSample-525317,Nextclade-118202,Pangolin-519859,1,2025-01-29 15:10:16.218768,2025-01-29 15:10:16.218769
Consensus-296273,32,1,33,HQ,,99.63,29712,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,Omicron,BA.1,B.1.1.529.1,SequencedSample-094113,Nextclade-635046,Pangolin-108820,1,2025-01-29 15:10:16.218898,2025-01-29 15:10:16.218898
Consensus-760161,126,17,143,MQ,,96.81,30027,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.43,SequencedSample-728709,Nextclade-388534,Pangolin-896124,1,2025-01-29 15:10:16.219034,2025-01-29 15:10:16.219035
Consensus-635971,69,1,70,HQ,,99.71,30226,,,Manually_Excluded_Plate,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.4.6,SequencedSample-334797,Nextclade-981591,Pangolin-991317,1,2025-01-29 15:10:16.219166,2025-01-29 15:10:16.219167
Consensus-994527,291,0,291,MQ,,98.39,29561,,,Manually_Excluded_Sample,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.125,SequencedSample-948448,Nextclade-057628,Pangolin-525943,1,2025-01-29 15:10:16.219303,2025-01-29 15:10:16.219304
Consensus-247449,56,0,56,HQ,,99.65,29352,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,Delta,Delta,B.1.617.2.70,SequencedSample-697172,Nextclade-536677,Pangolin-350000,1,2025-01-29 15:10:16.219435,2025-01-29 15:10:16.219436
Consensus-183759,15,0,15,HQ,,99.94,29932,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,SequencedSample-755327,Nextclade-307958,Pangolin-147796,1,2025-01-29 15:10:16.219566,2025-01-29 15:10:16.219567
