BatchSource,DateSampling,WhoVariant,LineagesOfInterest,lineage,UnaliasedPango,Nextclade_pango,clade,weight
Panem,2021-05-01,NULL,NULL,B.1.1,B.1,B.1,20A,1
Hogwarts,2021-05-02,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),2
Narnia,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",7
Panem,2021-05-02,NULL,NULL,B.1.1.318,B.1.1.318,B.1.1.318,20B,1
Panem,2021-05-02,NULL,NULL,B.1.639,B.1.639,B.1.639,20A,1
Pandora,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Wakanda,2021-05-02,NULL,NULL,NULL,NULL,NULL,NULL,1
Pandora,2021-05-02,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,1
Panem,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",6
Hogwarts,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",42
Panem,2021-05-02,NULL,NULL,B.1.617,B.1.617.1,B.1.617.1,21B (Kappa),2
Panem,2021-05-02,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",3
Wakanda,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Pandora,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",7
Panem,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",4
Agrabah,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",6
Panem,2021-05-02,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,5
Pandora,2021-05-02,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-02,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",563
Panem,2021-05-02,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),6
Panem,2021-05-02,NULL,NULL,NULL,NULL,NULL,NULL,116
Panem,2021-05-02,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Narnia,2021-05-02,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2021-05-02,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21A (Delta),2
Panem,2021-05-02,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),2
Panem,2021-05-02,NULL,NULL,B.1,B.1,B.1,20A,1
Gilead,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",9
Hogwarts,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",22
Agrabah,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,3
Panem,2021-05-03,NULL,NULL,B.1,B.1,B.1,20A,1
Panem,2021-05-03,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),7
Agrabah,2021-05-03,NULL,NULL,B.1.526,B.1.526,B.1.526,21F (Iota),1
Hogwarts,2021-05-03,NULL,NULL,B.1.1.519,B.1.1,B.1.1,20B,2
Narnia,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,1
Pandora,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,4
Hogwarts,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",19
Pandora,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Wakanda,2021-05-03,NULL,NULL,B.1.177.42,B.1.177,B.1.177,20E (EU1),1
Panem,2021-05-03,Eta,Eta,B.1.525,B.1.525,B.1.525,21D (Eta),1
Wakanda,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",7
Panem,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,182
Panem,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",9
Hogwarts,2021-05-03,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",2
Panem,2021-05-03,NULL,NULL,B.1.177,B.1.177,B.1.177,20E (EU1),1
Panem,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",16
Hogwarts,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",572
Gilead,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,2
Agrabah,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",5
Hogwarts,2021-05-03,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),7
Hogwarts,2021-05-03,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,12
Hogwarts,2021-05-03,NULL,NULL,NULL,NULL,NULL,NULL,25
Panem,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",579
Panem,2021-05-03,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,8
Panem,2021-05-03,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Narnia,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",2
Narnia,2021-05-03,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",7
Panem,2021-05-03,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Gilead,2021-05-03,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Gilead,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2021-05-04,Delta,Delta,AY.106,B.1.617.2.106,AY.106,21J (Delta),1
Panem,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",799
Hogwarts,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",29
Panem,2021-05-04,NULL,NULL,C.36.3,B.1.1.1.36.3,C.36.3,20D,1
Pandora,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Panem,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",11
Pandora,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",12
Panem,2021-05-04,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Panem,2021-05-04,NULL,NULL,B.1.1,B.1,B.1,20A,1
Agrabah,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Panem,2021-05-04,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Hogwarts,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Gilead,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",8
Panem,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,347
Pandora,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2021-05-04,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",1
Panem,2021-05-04,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",1
Panem,2021-05-04,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",5
Narnia,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",12
Panem,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",14
Wakanda,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Wakanda,2021-05-04,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Panem,2021-05-04,NULL,NULL,B.1.1.519,B.1.1,B.1.1,20B,1
Narnia,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,1
Hogwarts,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,3
Panem,2021-05-04,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,19
Panem,2021-05-04,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21A (Delta),1
Panem,2021-05-04,Delta,Delta,AY.120,B.1.617.2.120,AY.120,21J (Delta),1
Wakanda,2021-05-04,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),1
Pandora,2021-05-04,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,1
Panem,2021-05-04,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21I (Delta),1
Agrabah,2021-05-04,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-04,Gamma,Gamma,P.1.15,B.1.1.28.1.15,P.1.15,"20J (Gamma, V3)",1
Panem,2021-05-04,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),8
Panem,2021-05-05,Delta,Delta,AY.75,B.1.617.2.75,AY.75,21I (Delta),1
Wakanda,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Hogwarts,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2021-05-05,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),1
Narnia,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",12
Panem,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,153
Panem,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",13
Hogwarts,2021-05-05,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",2
Panem,2021-05-05,NULL,NULL,B.1,B.1,B.1,20A,2
Panem,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",25
Narnia,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Panem,2021-05-05,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,11
Narnia,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2021-05-05,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,5
Gilead,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-05,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",3
Hogwarts,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",170
Agrabah,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,2
Hogwarts,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",3
Panem,2021-05-05,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),8
Panem,2021-05-05,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",3
Agrabah,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Panem,2021-05-05,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Agrabah,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Gilead,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",6
Wakanda,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Pandora,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Pandora,2021-05-05,NULL,NULL,NULL,NULL,NULL,NULL,5
Panem,2021-05-05,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",700
Wakanda,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",4
Panem,2021-05-06,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21I (Delta),1
Hogwarts,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",229
Panem,2021-05-06,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Narnia,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",8
Panem,2021-05-06,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),3
Hogwarts,2021-05-06,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),5
Gilead,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",10
Hogwarts,2021-05-06,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Hogwarts,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",2
Hogwarts,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Pandora,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",4
Pandora,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Panem,2021-05-06,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",1
Narnia,2021-05-06,Beta,Beta,B.1.351,B.1.351,B.1.351,"20H (Beta, V2)",1
Panem,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",477
Agrabah,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",6
Panem,2021-05-06,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21A (Delta),2
Panem,2021-05-06,NULL,NULL,NULL,NULL,NULL,NULL,78
Gilead,2021-05-06,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2021-05-06,NULL,NULL,NULL,NULL,NULL,NULL,6
Panem,2021-05-06,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),2
Pandora,2021-05-06,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,1
Hogwarts,2021-05-06,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),1
Hogwarts,2021-05-06,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,4
Panem,2021-05-06,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,5
Panem,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",5
Pandora,2021-05-06,NULL,NULL,NULL,NULL,NULL,NULL,4
Panem,2021-05-06,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Hogwarts,2021-05-06,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",3
Panem,2021-05-06,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",6
Gilead,2021-05-06,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),3
Panem,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",9
Hogwarts,2021-05-07,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),3
Hogwarts,2021-05-07,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,2
Narnia,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",8
Panem,2021-05-07,NULL,NULL,B.1.621,B.1.621,B.1.621,21H (Mu),1
Panem,2021-05-07,NULL,NULL,B.1.617,B.1.617.1,B.1.617.1,21B (Kappa),1
Panem,2021-05-07,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),1
Pandora,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",5
Hogwarts,2021-05-07,Beta,Beta,B.1.351,B.1.351,B.1.351,"20H (Beta, V2)",2
Agrabah,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,2
Hogwarts,2021-05-07,NULL,NULL,C.36.3,B.1.1.1.36.3,C.36.3,20D,1
Hogwarts,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",2
Narnia,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-07,Beta,Beta,B.1.351,B.1.351,B.1.351,"20H (Beta, V2)",1
Panem,2021-05-07,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Hogwarts,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",2
Wakanda,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,3
Hogwarts,2021-05-07,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Panem,2021-05-07,NULL,NULL,B.1.1,B.1.1,B.1.1,20B,1
Pandora,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,4
Gilead,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,3
Agrabah,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Panem,2021-05-07,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),17
Panem,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",13
Panem,2021-05-07,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",2
Panem,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",674
Panem,2021-05-07,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,11
Hogwarts,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",128
Wakanda,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Hogwarts,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,4
Panem,2021-05-07,NULL,NULL,NULL,NULL,NULL,NULL,138
Gilead,2021-05-07,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",4
Hogwarts,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",7
Panem,2021-05-08,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",1
Hogwarts,2021-05-08,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,5
Narnia,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2021-05-08,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",4
Pandora,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",6
Panem,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",8
Panem,2021-05-08,Eta,Eta,B.1.525,B.1.525,B.1.525,21D (Eta),1
Hogwarts,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",345
Agrabah,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",3
Panem,2021-05-08,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,2
Panem,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",412
Panem,2021-05-08,NULL,NULL,B.1.1,B.1,B.1,20A,1
Hogwarts,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,30
Panem,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,90
Panem,2021-05-08,Delta,Delta,AY.120,B.1.617.2.120,AY.120,21J (Delta),1
Narnia,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",5
Panem,2021-05-08,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),2
Hogwarts,2021-05-08,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),11
Hogwarts,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",13
Wakanda,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",3
Pandora,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,6
Agrabah,2021-05-08,NULL,NULL,NULL,NULL,NULL,NULL,2
Gilead,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",4
Panem,2021-05-08,NULL,NULL,B.1.177.60,B.1.177.60,B.1.177.60,20E (EU1),2
Panem,2021-05-08,Alpha,Alpha,Q.4,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",1
Panem,2021-05-08,Beta,Beta,B.1.351,B.1.351,B.1.351,"20H (Beta, V2)",1
Panem,2021-05-08,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,2
Wakanda,2021-05-08,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Panem,2021-05-08,NULL,NULL,C.36.3,B.1.1.1.36.3,C.36.3,20D,1
Panem,2021-05-08,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),6
Panem,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",456
Hogwarts,2021-05-09,NULL,NULL,NULL,NULL,NULL,NULL,54
Panem,2021-05-09,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,6
Hogwarts,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",4
Panem,2021-05-09,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",2
Hogwarts,2021-05-09,Delta,Delta,AY.65,B.1.617.2.65,AY.65,21I (Delta),2
Panem,2021-05-09,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Pandora,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",5
Panem,2021-05-09,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),11
Hogwarts,2021-05-09,Beta,Beta,B.1.351,B.1.351,B.1.351,"20H (Beta, V2)",2
Hogwarts,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",331
Wakanda,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Hogwarts,2021-05-09,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),7
Wakanda,2021-05-09,NULL,NULL,NULL,NULL,NULL,NULL,2
Hogwarts,2021-05-09,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",5
Gilead,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",2
Hogwarts,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",8
Pandora,2021-05-09,NULL,NULL,NULL,NULL,NULL,NULL,2
Panem,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",4
Agrabah,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",8
Panem,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7.1,Q.1,"20I (Alpha, V1)",4
Panem,2021-05-09,NULL,NULL,B,B,B,19A,1
Panem,2021-05-09,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",1
Panem,2021-05-09,NULL,NULL,NULL,NULL,NULL,NULL,108
Hogwarts,2021-05-09,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),4
Narnia,2021-05-09,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",6
Hogwarts,2021-05-09,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,12
Wakanda,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Panem,2021-05-10,Alpha,Alpha,Q.1,B.1.1.7.1,Q.1,"20I (Alpha, V1)",2
Agrabah,2021-05-10,NULL,NULL,NULL,NULL,NULL,NULL,3
Wakanda,2021-05-10,NULL,NULL,NULL,NULL,NULL,NULL,2
Narnia,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7.7,Q.7,"20I (Alpha, V1)",1
Hogwarts,2021-05-10,NULL,NULL,NULL,NULL,NULL,NULL,23
Panem,2021-05-10,Alpha,Alpha,Q.4,B.1.1.7.4,Q.4,"20I (Alpha, V1)",1
Agrabah,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",9
Narnia,2021-05-10,NULL,NULL,B.1.177.12,B.1.177.12,B.1.177.12,20E (EU1),1
Panem,2021-05-10,NULL,NULL,NULL,NULL,NULL,NULL,216
Panem,2021-05-10,Delta,Delta,AY.120,B.1.617.2.120,AY.120,21J (Delta),1
Gilead,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",1
Panem,2021-05-10,NULL,NULL,B.1.466.2,B.1.466.2,B.1.466.2,20A,1
Pandora,2021-05-10,NULL,NULL,NULL,NULL,NULL,NULL,1
Panem,2021-05-10,Alpha,Alpha,Q.4,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",1
Panem,2021-05-10,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21A (Delta),1
Hogwarts,2021-05-10,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),2
Pandora,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",11
Narnia,2021-05-10,NULL,NULL,B.1.177,B.1.177.46,B.1.177.46,20E (EU1),1
Narnia,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",15
Wakanda,2021-05-10,Alpha,Alpha,B.1.1.7,B.1.1.7,B.1.1.7,"20I (Alpha, V1)",5
Panem,2021-05-10,NULL,NULL,B.1.1.519,B.1.1.519,B.1.1.519,20B,7
